Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
,"",_174,1,1,1,0,1
,"",_175,1,1,1,0,1
,"",_176,1,1,1,0,1
,"",_181,1,1,1,0,1
,"",_183,1,1,1,0,1
,"",_184,1,1,1,0,1
,"",_187,1,1,1,0,1
,"",_191,1,1,1,0,1
,"",_192,1,1,1,0,1
,"",_194,1,1,1,0,1
,"",_195,1,1,1,0,1
,"",_196,1,1,1,0,1
,"",_197,1,1,1,0,1
,"",_201,1,1,1,0,1
,"",_202,1,1,1,0,1
,"",_203,1,1,1,0,1
,"",_204,1,1,0,0,0
,"",_206,1,1,1,0,1
,"",_207,1,1,1,0,1
,"",_209,1,1,1,0,1
,"",_210,1,1,1,0,1
,"",_211,1,1,1,0,1
,"",_212,1,1,1,0,1
,"",_213,1,1,1,0,1
,"",_214,1,1,1,0,1
,"",_215,1,1,1,0,1
,"",_217,1,1,1,0,1
,"",_218,1,1,1,0,1
,"",_219,1,1,1,0,1
,"",_222,1,1,1,0,1
,"",_224,1,1,1,0,1
,"",_225,1,1,1,0,1
,"",_226,1,1,1,0,1
,"",_227,1,1,0,0,0
,"",_229,1,1,1,0,1
,"",_230,1,1,0,0,0
,"",_231,1,1,1,0,1
,"",_232,1,1,1,0,1
,"",_233,1,1,1,0,1
,"",_234,1,1,1,0,1
,"",_235,1,1,1,0,1
,"",_236,1,1,1,0,1
,"",_237,1,2,1,0,1
,"",_238,1,1,1,0,1
,"",_239,1,1,1,0,1
,"",_240,1,1,0,0,0
,"",_241,1,1,1,0,1
,"",_242,1,1,1,0,1
,"",_243,1,1,1,0,1
,"",_244,1,1,1,0,1
,"",_245,1,2,1,0,1
,"",_247,1,1,1,0,1
,"",_249,1,1,1,0,1
,"",_250,1,1,1,0,1
,"",_254,1,1,1,0,1
,"",_255,1,1,1,0,1
,"",_257,1,1,1,0,1
,"",_258,1,1,1,0,1
,"",_262,1,1,0,1,1
,"",_265,1,1,1,0,1
,"",_266,1,1,1,0,1
,"",_267,1,1,1,0,1
,"",_268,1,1,1,0,1
,"",_269,1,1,1,0,1
,"",_270,1,1,1,0,1
,"",_271,1,1,1,0,1
,"",_272,1,1,1,0,1
,"",_274,1,1,1,0,1
,"",_277,1,1,1,0,1
,"",_278,1,1,1,0,1
,"",_279,1,1,1,0,1
,"",_280,1,1,1,0,1
,"",_284,1,1,1,0,1
,"",_285,1,1,1,0,1
,"",_286,1,1,1,0,1
,"",_287,1,1,1,0,1
,"",_288,1,1,1,0,1
,"",_289,1,2,1,0,1
,"",_291,1,1,1,0,1
,"",_292,1,1,1,0,1
,"",_293,1,1,1,0,1
,"",_294,1,1,1,0,1
,"",_295,1,1,1,0,1
,"",_296,1,1,1,0,1
,"",_298,1,1,1,0,1
,"",_299,1,1,1,0,1
,"",_300,1,1,1,0,1
,"",_303,1,1,1,0,1
,"",_304,1,1,1,0,1
,"",_306,1,1,1,0,1
,"",_310,1,1,1,0,1
,"",_311,1,1,1,0,1
,"",_315,1,1,1,0,1
,"",_316,1,1,1,0,1
,"",_317,1,1,1,0,1
,"",_319,1,1,1,0,1
,"",_320,1,1,1,0,1
,"",_321,1,1,0,1,1
,"",_322,1,1,0,0,0
,"",_323,1,1,1,0,1
,"",_325,1,1,0,0,0
,"",_326,1,1,1,0,1
,"",_327,1,1,1,0,1
,"",_330,1,1,1,0,1
,"",_331,1,1,1,0,1
,"",_332,1,1,1,0,1
,"",_334,1,1,1,0,1
,"",_337,1,1,1,0,1
,"",_338,1,1,1,0,1
,"",_340,1,1,1,0,1
,"",_341,1,1,0,0,0
,"",_344,1,1,1,0,1
,"",_346,1,1,1,0,1
,"",_347,1,1,1,0,1
,"",_348,1,1,1,0,1
,"",_349,1,1,1,0,1
,"",_350,1,1,1,0,1
,"",_352,1,1,1,0,1
,"",_353,1,1,1,0,1
,"",_354,1,1,0,0,0
,"",_355,1,1,1,0,1
,"",_357,1,1,1,0,1
,"",_358,1,1,1,0,1
,"",_359,1,1,0,0,0
,"",_360,1,2,1,0,1
,"",_361,1,1,1,0,1
,"",_362,1,1,1,0,1
,"",_363,1,1,1,0,1
,"",_365,1,1,1,0,1
,"",_367,1,1,1,0,1
,"",_368,1,1,1,0,1
,"",_370,1,1,1,0,1
,"",_371,1,1,1,0,1
,"",_372,1,1,1,0,1
,"",_373,1,1,1,0,1
,"",_376,1,1,0,0,0
,"",_377,1,1,1,0,1
,"",_378,1,1,1,0,1
,"",_379,1,1,1,0,1
,"",_380,1,1,1,0,1
,"",_381,1,1,0,0,0
,"",_383,1,1,1,0,1
,"",_384,1,1,1,0,1
,"",_385,1,1,1,0,1
,"",_386,1,1,1,0,1
,"",_388,1,1,1,0,1
,"",_389,1,1,1,0,1
,"",_390,1,1,1,0,1
,"",_391,1,1,1,0,1
,"",_393,1,1,1,0,1
,"",_396,1,1,1,0,1
,"",_398,1,1,1,0,1
,"",_399,1,1,1,0,1
,"",_400,1,1,1,0,1
,"",_401,1,1,1,0,1
,"",_402,1,1,0,1,1
,"",_403,1,1,1,0,1
,"",_404,1,1,1,0,1
,"",_405,1,1,1,0,1
,"",_406,1,1,1,0,1
,"",_407,1,1,1,0,1
,"",_409,1,1,1,0,1
,"",_410,1,1,1,0,1
,"",_411,1,1,1,0,1
,"",_412,1,1,1,0,1
,"",_413,1,1,1,0,1
,"",_416,1,1,1,0,1
,"",_417,1,1,1,0,1
,"",_418,1,1,0,0,0
,"",_419,1,1,1,0,1
,"",_422,1,1,1,0,1
,"",_423,1,1,1,0,1
,"",_424,1,1,1,0,1
,"",_425,1,1,1,0,1
,"",_429,1,1,1,0,1
,"",_432,1,1,1,0,1
,"",_433,1,1,1,0,1
,"",_436,1,1,0,0,0
,"",_437,1,1,1,0,1
,"",_439,1,1,1,0,1
,"",_440,1,1,1,0,1
,"",_441,1,1,1,0,1
,"",_442,1,1,1,0,1
,"",_446,1,1,1,0,1
,"",_447,1,1,0,0,0
,"",_448,1,1,1,0,1
,"",_449,1,1,1,0,1
,"",_450,1,1,1,0,1
,"",_451,1,1,1,0,1
,"",_452,1,1,1,0,1
,"",_453,1,1,1,0,1
,"",_454,1,1,1,0,1
,"",_456,1,1,1,0,1
,"",_459,1,1,1,0,1
,"",_460,1,1,1,0,1
,"",_461,1,1,1,0,1
,"",_462,1,1,1,0,1
,"",_463,1,1,0,0,0
,"",_465,1,1,1,0,1
,"",_466,1,1,1,0,1
,"",_467,1,1,1,0,1
,"",_468,1,1,1,0,1
,"",_469,1,1,1,0,1
,"",_470,1,1,1,0,1
,"",_471,1,1,1,0,1
,"",_473,1,1,1,0,1
,"",_476,1,1,1,0,1
,"",_477,1,1,1,0,1
,"",_478,1,1,1,0,1
,"",_479,1,1,1,0,1
,"",_481,1,1,1,0,1
,"",_482,1,1,1,0,1
,"",_483,1,1,1,0,1
,"",_486,1,1,1,0,1
,"",_487,1,1,1,0,1
,"",_489,1,1,1,0,1
,"",_490,1,1,1,0,1
,"",_491,1,1,1,0,1
,"",_492,1,1,1,0,1
,"",_493,1,2,1,0,1
,"",_494,1,2,1,0,1
,"",_495,1,1,1,0,1
,"",_496,1,2,1,0,1
,"",_499,1,1,1,0,1
,"",_500,1,1,1,0,1
,"",_501,1,1,1,0,1
,"",_503,1,1,1,0,1
,"",_506,1,1,1,0,1
,"",_507,1,1,1,0,1
,"",_508,1,1,1,0,1
,"",_510,1,1,1,0,1
,"",_511,1,1,1,0,1
,"",_512,1,1,1,0,1
,"",_513,1,1,1,0,1
,"",_514,1,1,1,0,1
,"",_515,1,1,1,0,1
,"",_516,1,1,1,0,1
,"",_517,1,1,1,0,1
,"",_518,1,1,1,0,1
,"",_519,1,1,1,0,1
,"",_521,1,1,1,0,1
,"",_522,1,1,1,0,1
,"",_524,1,1,1,0,1
,"",_525,1,1,1,0,1
,"",_526,1,1,1,0,1
,"",_527,1,1,1,0,1
,"",_528,1,1,1,0,1
,"",_529,1,2,1,0,1
,"",_530,1,1,1,0,1
,"",_531,1,1,1,0,1
,"",_533,1,1,1,0,1
,"",_534,1,1,0,0,0
,"",_535,1,1,1,0,1
,"",_536,1,1,1,0,1
,"",_537,1,1,1,0,1
,"",_538,1,1,1,0,1
,"",_540,1,1,1,0,1
,"",_541,1,1,0,0,0
,"",_542,1,1,0,0,0
,"",_543,1,1,1,0,1
,"",_544,1,1,1,0,1
,"",_545,1,1,1,0,1
,"",_548,1,1,1,0,1
,"",_549,1,2,1,0,1
,"",_550,1,1,1,0,1
,"",_551,1,1,1,0,1
,"",_552,1,1,1,0,1
,"",_553,1,1,1,0,1
,"",_555,1,1,1,0,1
,"",_557,1,1,1,0,1
,"",_559,1,1,1,0,1
,"",_560,1,1,1,0,1
,"",_561,1,1,1,0,1
,"",_562,1,1,1,0,1
,"",_563,1,1,1,0,1
,"",_565,1,1,1,0,1
,"",_566,1,1,1,0,1
,"",_567,1,1,1,0,1
,"",_568,1,1,1,0,1
,"",_569,1,1,1,0,1
,"",_571,1,1,1,0,1
,"",_572,1,1,1,0,1
,"",_573,1,2,1,0,1
,"",_574,1,1,1,0,1
,"",_577,1,1,1,0,1
,"",_578,1,1,1,0,1
,"",_579,1,1,1,0,1
,"",_581,1,1,1,0,1
,"",_584,1,1,1,0,1
,"",_585,1,1,1,0,1
,"",_586,1,1,1,0,1
,"",_587,1,1,1,0,1
,"",_588,1,1,1,0,1
,"",_589,1,1,1,0,1
,"",_591,1,1,1,0,1
,"",_592,1,1,1,0,1
,"",_599,1,1,1,0,1
,"",_600,1,1,1,0,1
,"",_601,1,1,1,0,1
,"",_602,1,1,1,0,1
,"",_603,1,1,1,0,1
,"",_605,1,1,0,0,0
,"",_606,1,1,1,0,1
,"",_607,1,1,1,0,1
,"",_608,1,1,1,0,1
,"",_609,1,1,1,0,1
,"",_610,1,1,1,0,1
,"",_611,1,1,0,0,0
,"",_613,1,1,1,0,1
,"",_614,1,1,1,0,1
,"",_616,1,1,1,0,1
,"",_617,1,1,1,0,1
,"",_618,1,1,1,0,1
,"",_619,1,1,1,0,1
,"",_621,1,1,1,0,1
,"",_622,1,1,1,0,1
,"",_624,1,1,1,0,1
,"",_625,1,2,1,0,1
,"",_626,1,1,1,0,1
,"",_628,1,1,1,0,1
,"",_629,1,1,1,0,1
,"",_630,1,1,1,0,1
,"",_631,1,1,1,0,1
,"",_632,1,1,1,0,1
,"",_634,1,1,1,0,1
,"",_635,1,1,1,0,1
,"",_636,1,1,1,0,1
,"",_637,1,1,1,0,1
,"",_638,1,1,1,0,1
,"",_640,1,1,1,0,1
,"",_641,1,1,1,0,1
,"",_642,1,1,1,0,1
,"",_643,1,1,1,0,1
,"",_644,1,1,1,0,1
,"",_645,1,1,1,0,1
,"",_646,1,1,1,0,1
,"",_647,1,1,1,0,1
,"",_648,1,1,1,0,1
,"",_649,1,1,1,0,1
,"",_650,1,1,1,0,1
,"",_651,1,1,0,0,0
,"",_653,1,1,1,0,1
,"",_654,1,1,1,0,1
,"",_655,1,1,1,0,1
,"",_656,1,1,1,0,1
,"",_657,1,1,1,0,1
,"",_658,1,1,1,0,1
,"",_660,1,1,1,0,1
,"",_661,1,1,1,0,1
,"",_662,1,1,1,0,1
,"",_663,1,1,1,0,1
,"",_664,1,1,1,0,1
,"",_665,1,1,1,0,1
,"",_667,1,1,1,0,1
,"",_668,1,1,1,0,1
,"",_669,1,1,1,0,1
,"",_670,1,1,1,0,1
,"",_671,1,1,1,0,1
,"",_672,1,1,1,0,1
,"",_673,1,1,1,0,1
,"",_674,1,1,1,0,1
,"",_675,1,1,1,0,1
,"",_677,1,1,1,0,1
,"",_678,1,1,1,0,1
,"",_679,1,1,1,0,1
,"",_680,1,1,1,0,1
,"",_681,1,1,1,0,1
,"",_682,1,1,1,0,1
,"",_683,1,1,1,0,1
,"",_684,1,1,1,0,1
,"",_685,1,1,1,0,1
,"",_686,1,1,1,0,1
,"",_687,1,1,1,0,1
,"",_688,1,1,1,0,1
,"",_689,1,1,1,0,1
,"",_690,1,1,1,0,1
,"",_692,1,1,1,0,1
,"",_693,1,1,1,0,1
,"",_694,1,1,1,0,1
,"",_695,1,1,1,0,1
,"",_696,1,1,1,0,1
,"",_697,1,1,1,0,1
,"",_698,1,1,1,0,1
,"",_699,1,1,1,0,1
,"",_700,1,1,1,0,1
,"",_701,1,1,1,0,1
,"",_702,1,1,1,0,1
,"",_703,1,1,1,0,1
,"",_704,1,1,1,0,1
,"",_705,1,1,1,0,1
,"",_706,1,1,1,0,1
,"",_707,1,1,1,0,1
,"",_708,1,1,1,0,1
,"",_709,1,1,1,0,1
,"",_710,1,1,1,0,1
,"",_711,1,1,1,0,1
,"",_712,1,1,1,0,1
,"",_713,1,1,1,0,1
,"",_714,1,1,1,0,1
,"",_715,1,1,1,0,1
,"",_716,1,1,1,0,1
,"",_718,1,1,1,0,1
,"",_719,1,1,1,0,1
,"",_720,1,1,1,0,1
,"",_721,1,1,1,0,1
,"",_722,1,1,1,0,1
,"",_723,1,1,1,0,1
,"",_724,1,1,1,0,1
,"",_725,1,1,1,0,1
,"",_726,1,1,1,0,1
,"",_727,1,1,1,0,1
,"",_728,1,1,1,0,1
,"",_729,1,1,1,0,1
,"",_730,1,1,1,0,1
,"",_731,1,1,1,0,1
,"",_732,1,1,1,0,1
,"",_733,1,1,1,0,1
,"",_734,1,1,1,0,1
,"",_735,1,1,1,0,1
,"",_736,1,1,1,0,1
,"",_739,1,1,1,0,1
,"",_740,1,1,1,0,1
,"",_741,1,1,1,0,1
,"",_742,1,1,1,0,1
,"",_744,1,1,1,0,1
,"",_745,1,1,1,0,1
,"",_746,1,1,1,0,1
,"",_747,1,1,1,0,1
,"",_748,1,1,1,0,1
,"",_749,1,1,1,0,1
,"",_750,1,1,1,0,1
,"",_752,1,1,1,0,1
,"",_753,1,1,1,0,1
,"",_754,1,1,1,0,1
,"",_756,1,1,1,0,1
,"",_757,1,1,1,0,1
,"",_758,1,1,1,0,1
,"",_759,1,1,1,0,1
,"",_760,1,1,1,0,1
,"",_761,1,1,1,0,1
,"",_762,1,1,1,0,1
,"",_763,1,1,1,0,1
,"",_765,1,1,1,0,1
,"",_766,1,1,1,0,1
,"",_767,1,1,1,0,1
,"",_768,1,1,1,0,1
,"",_769,1,1,1,0,1
,"",_770,1,1,1,0,1
,"",_772,1,1,1,0,1
,"",_773,1,1,1,0,1
,"",_774,1,1,1,0,1
,"",_775,1,1,1,0,1
,"",_776,1,1,1,0,1
,"",_777,1,1,1,0,1
,"",_778,1,1,1,0,1
,"",_779,1,1,1,0,1
,"",_780,1,1,1,0,1
,"",_781,1,1,1,0,1
,"",_782,1,1,1,0,1
,"",_783,1,1,1,0,1
