Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
,"",_452,2,2,2,0,2
,"",_462,2,2,2,0,2
,"",_463,2,2,2,0,2
,"",_465,2,2,2,0,2
,"",_473,2,2,2,0,2
,"",_475,2,1,2,0,2
,"",_476,2,2,2,0,2
,"",_480,2,1,2,0,2
,"",_482,2,2,1,0,1
,"",_499,2,1,2,0,2
,"",_510,2,1,2,0,2
,"",_512,2,1,0,2,2
,"",_516,2,2,2,0,2
,"",_520,2,2,0,2,2
,"",_529,2,1,2,0,2
,"",_533,2,1,2,0,2
,"",_535,2,1,2,0,2
,"",_551,2,1,2,0,2
,"",_554,2,1,2,0,2
,"",_567,2,1,2,0,2
,"",_573,2,1,1,1,2
,"",_576,2,2,2,0,2
,"",_581,2,1,2,0,2
,"",_582,2,1,2,0,2
,"",_583,2,2,2,0,2
,"",_584,2,1,2,0,2
,"",_588,2,2,2,0,2
,"",_600,2,2,2,0,2
,"",_607,2,2,2,0,2
,"",_610,2,2,2,0,2
,"",_611,2,2,2,0,2
,"",_613,2,2,2,0,2
,"",_615,2,2,2,0,2
,"",_616,2,2,1,0,1
,"",_626,2,2,2,0,2
,"",_632,2,2,2,0,2
,"",_633,2,2,0,0,0
,"",_643,2,1,2,0,2
,"",_644,2,2,2,0,2
,"",_645,2,2,2,0,2
,"",_649,2,1,2,0,2
,"",_654,2,1,2,0,2
,"",_659,2,2,2,0,2
,"",_661,2,1,2,0,2
,"",_667,2,1,2,0,2
,"",_668,2,2,2,0,2
,"",_676,2,1,2,0,2
,"",_678,2,2,2,0,2
,"",_687,2,1,2,0,2
,"",_693,2,1,2,0,2
,"",_695,2,2,2,0,2
,"",_774,2,1,1,0,1
,"",_803,2,1,2,0,2
,"",_814,2,1,2,0,2
,"",_915,2,1,2,0,2
,"",_918,2,1,2,0,2
,"",_928,2,1,1,0,1
,"",_935,2,1,2,0,2
,"",_954,2,1,0,0,0
,"",_1232,2,1,2,0,2
,"",_1246,2,1,2,0,2
,"",_1314,2,1,0,2,2
,"",_1342,2,1,2,0,2
,"",_1343,2,1,2,0,2
,"",_1372,2,1,2,0,2
,"",_1412,2,1,2,0,2
,"",_1487,2,1,2,0,2
,"",_1594,2,1,2,0,2
,"",_1643,2,1,2,0,2
,"",_1709,2,1,2,0,2
,"",_1716,2,1,2,0,2
,"",_1743,2,1,2,0,2
,"",_1765,2,1,2,0,2
,"",_1851,2,1,2,0,2
,"",_2179,2,1,2,0,2
,"",_2181,2,1,2,0,2
,"",_2198,2,1,0,2,2
,"",_2215,2,1,2,0,2
,"",_2244,2,1,2,0,2
,"",_2403,2,1,2,0,2
,"",_2427,2,1,2,0,2
,"",_2473,2,1,2,0,2
,"",_2571,2,1,2,0,2
,"",_2646,2,1,1,1,2
,"",_2682,2,1,2,0,2
,"",_2796,2,1,2,0,2
,"",_2931,2,1,2,0,2
,"",_3138,2,1,2,0,2
,"",_3218,2,1,2,0,2
,"",_3243,2,1,2,0,2
Robot Galaxy Kids Co., Ltd.,"https://robotgalaxykids.co/
https://genesis.hq.unity3d.com/organizations/3693230/

",_469,1,1,0,0,0
Rajamangala University of Technology Suvarnabhumi,"",_1154,1,1,1,0,1
Plainhut,"",_995,1,1,1,0,1
Navyjone co.,ltd,"",_719,1,1,1,0,1
KPIS International School,"",_1760,1,1,1,0,1
Fair Play Studios,"https://genesis.hq.unity3d.com/organizations/18966732434628/

",_1055,1,1,1,0,1
Duksel,"https://genesis.hq.unity3d.com/users/2883034/
Gambling games

",_2690,1,1,1,0,1
Diesel Immersive,"https://genesis.hq.unity3d.com/users/5556871/
https://www.dieselimmersive.com/

",_934,1,1,0,0,0
Brighty Soft / Digimagic Communications Pte Ltd,"https://genesis.hq.unity3d.com/organizations/1437748/members-groups

",_3207,1,1,1,0,1
Ascript.co ltd,"",_1012,1,1,1,0,1
A Good Plus Company,"http://agoodplus.com/

",_158,1,1,0,1,1
,"",_9,1,1,1,0,1
,"",_10,1,1,1,0,1
,"",_17,1,2,1,0,1
,"",_19,1,1,1,0,1
,"",_23,1,1,1,0,1
,"",_24,1,1,1,0,1
,"",_27,1,1,1,0,1
,"",_29,1,1,1,0,1
,"",_31,1,1,1,0,1
,"",_32,1,1,1,0,1
,"",_36,1,1,1,0,1
,"",_37,1,1,1,0,1
,"",_39,1,1,1,0,1
,"",_40,1,2,1,0,1
,"",_41,1,1,1,0,1
,"",_46,1,1,0,0,0
,"",_48,1,2,1,0,1
,"",_54,1,1,1,0,1
,"",_56,1,1,1,0,1
,"",_58,1,1,1,0,1
,"",_59,1,1,1,0,1
,"",_60,1,1,1,0,1
,"",_64,1,1,1,0,1
,"",_65,1,1,1,0,1
,"",_66,1,1,1,0,1
,"",_69,1,1,1,0,1
,"",_74,1,1,1,0,1
,"",_75,1,1,1,0,1
,"",_76,1,1,1,0,1
,"",_77,1,1,1,0,1
,"",_78,1,1,1,0,1
,"",_81,1,1,0,1,1
,"",_83,1,1,1,0,1
,"",_84,1,1,1,0,1
,"",_86,1,1,1,0,1
,"",_88,1,1,1,0,1
,"",_90,1,1,1,0,1
,"",_92,1,1,1,0,1
,"",_93,1,1,1,0,1
,"",_94,1,1,0,0,0
,"",_95,1,1,0,1,1
,"",_97,1,1,1,0,1
,"",_100,1,1,1,0,1
,"",_101,1,1,0,1,1
,"",_103,1,2,1,0,1
,"",_104,1,1,1,0,1
,"",_106,1,1,1,0,1
,"",_107,1,1,1,0,1
,"",_109,1,2,1,0,1
,"",_111,1,1,1,0,1
,"",_113,1,1,1,0,1
,"",_115,1,1,0,0,0
,"",_116,1,1,1,0,1
,"",_117,1,1,1,0,1
,"",_119,1,1,0,0,0
,"",_121,1,1,1,0,1
,"",_124,1,1,1,0,1
,"",_133,1,1,1,0,1
,"",_134,1,1,1,0,1
,"",_147,1,1,1,0,1
,"",_149,1,1,1,0,1
,"",_150,1,1,1,0,1
,"",_151,1,1,1,0,1
,"",_152,1,1,1,0,1
,"",_155,1,1,1,0,1
,"",_157,1,1,1,0,1
,"",_159,1,1,1,0,1
,"",_160,1,1,1,0,1
,"",_161,1,1,1,0,1
,"",_163,1,1,1,0,1
,"",_165,1,1,1,0,1
,"",_168,1,1,1,0,1
,"",_169,1,1,1,0,1
,"",_171,1,1,1,0,1
,"",_173,1,1,1,0,1
,"",_174,1,1,1,0,1
,"",_176,1,1,1,0,1
,"",_177,1,1,1,0,1
,"",_178,1,1,1,0,1
,"",_179,1,1,1,0,1
,"",_180,1,1,1,0,1
,"",_181,1,1,1,0,1
,"",_184,1,1,1,0,1
,"",_185,1,1,1,0,1
,"",_186,1,1,1,0,1
,"",_187,1,1,0,0,0
,"",_188,1,1,1,0,1
,"",_189,1,1,1,0,1
,"",_191,1,1,1,0,1
,"",_192,1,1,1,0,1
,"",_194,1,1,1,0,1
,"",_196,1,1,1,0,1
,"",_198,1,1,1,0,1
,"",_200,1,1,1,0,1
,"",_201,1,1,1,0,1
,"",_202,1,1,1,0,1
,"",_203,1,1,1,0,1
,"",_205,1,1,1,0,1
,"",_207,1,1,1,0,1
,"",_208,1,1,1,0,1
,"",_209,1,2,1,0,1
,"",_210,1,1,0,0,0
,"",_212,1,1,1,0,1
,"",_213,1,1,1,0,1
,"",_214,1,1,1,0,1
,"",_216,1,1,1,0,1
,"",_217,1,2,1,0,1
,"",_218,1,1,1,0,1
,"",_219,1,1,1,0,1
,"",_223,1,1,1,0,1
,"",_224,1,1,1,0,1
,"",_225,1,1,1,0,1
,"",_226,1,1,1,0,1
,"",_227,1,1,1,0,1
,"",_229,1,1,1,0,1
,"",_230,1,1,1,0,1
,"",_232,1,1,1,0,1
,"",_233,1,1,1,0,1
,"",_235,1,1,1,0,1
,"",_236,1,1,1,0,1
,"",_239,1,1,1,0,1
,"",_240,1,1,1,0,1
,"",_241,1,1,1,0,1
,"",_242,1,1,1,0,1
,"",_243,1,1,1,0,1
,"",_245,1,1,1,0,1
,"",_246,1,1,1,0,1
,"",_248,1,1,1,0,1
,"",_249,1,1,1,0,1
,"",_250,1,1,1,0,1
,"",_251,1,1,1,0,1
,"",_253,1,1,1,0,1
,"",_254,1,1,1,0,1
,"",_255,1,1,1,0,1
,"",_256,1,1,1,0,1
,"",_257,1,1,1,0,1
,"",_259,1,1,1,0,1
,"",_260,1,1,1,0,1
,"",_261,1,1,1,0,1
,"",_262,1,1,1,0,1
,"",_263,1,1,1,0,1
,"",_264,1,1,1,0,1
,"",_265,1,1,1,0,1
,"",_268,1,1,1,0,1
,"",_269,1,1,1,0,1
,"",_272,1,1,1,0,1
,"",_273,1,1,1,0,1
,"",_274,1,1,1,0,1
,"",_276,1,1,1,0,1
,"",_277,1,1,1,0,1
,"",_278,1,1,1,0,1
,"",_279,1,1,1,0,1
,"",_280,1,1,1,0,1
,"",_281,1,1,1,0,1
,"",_282,1,1,1,0,1
,"",_283,1,1,1,0,1
,"",_284,1,1,1,0,1
,"",_285,1,1,1,0,1
,"",_286,1,1,1,0,1
,"",_288,1,1,1,0,1
,"",_291,1,1,1,0,1
,"",_292,1,1,1,0,1
,"",_293,1,1,1,0,1
,"",_294,1,1,1,0,1
,"",_295,1,1,1,0,1
,"",_296,1,1,1,0,1
,"",_297,1,1,1,0,1
,"",_298,1,1,1,0,1
,"",_299,1,1,1,0,1
,"",_300,1,1,1,0,1
,"",_301,1,1,1,0,1
,"",_302,1,1,1,0,1
,"",_303,1,1,1,0,1
,"",_304,1,1,1,0,1
,"",_306,1,1,1,0,1
,"",_307,1,1,1,0,1
,"",_309,1,1,1,0,1
,"",_310,1,1,1,0,1
,"",_311,1,1,1,0,1
,"",_312,1,1,1,0,1
,"",_313,1,1,1,0,1
,"",_314,1,1,0,0,0
,"",_315,1,1,0,0,0
,"",_316,1,1,1,0,1
,"",_318,1,1,1,0,1
,"",_320,1,2,1,0,1
,"",_321,1,1,1,0,1
,"",_323,1,1,1,0,1
,"",_324,1,1,1,0,1
,"",_325,1,1,1,0,1
,"",_326,1,1,1,0,1
,"",_329,1,1,1,0,1
,"",_330,1,1,0,0,0
,"",_331,1,1,1,0,1
,"",_332,1,1,1,0,1
,"",_333,1,1,1,0,1
,"",_334,1,1,0,0,0
,"",_336,1,1,1,0,1
,"",_337,1,1,1,0,1
,"",_340,1,1,1,0,1
,"",_341,1,1,1,0,1
,"",_343,1,1,1,0,1
,"",_345,1,1,1,0,1
,"",_346,1,1,0,0,0
,"",_347,1,1,1,0,1
,"",_348,1,1,1,0,1
,"",_349,1,1,1,0,1
,"",_350,1,1,1,0,1
,"",_351,1,1,1,0,1
,"",_355,1,1,0,0,0
,"",_356,1,1,1,0,1
,"",_359,1,1,1,0,1
,"",_360,1,1,1,0,1
,"",_363,1,1,1,0,1
,"",_364,1,1,1,0,1
,"",_365,1,1,1,0,1
,"",_366,1,1,1,0,1
,"",_367,1,1,1,0,1
,"",_370,1,1,1,0,1
,"",_371,1,1,0,0,0
,"",_374,1,1,1,0,1
,"",_377,1,1,1,0,1
,"",_378,1,1,1,0,1
,"",_379,1,1,1,0,1
,"",_380,1,1,1,0,1
,"",_381,1,1,1,0,1
,"",_382,1,1,1,0,1
,"",_383,1,1,1,0,1
,"",_384,1,1,0,0,0
,"",_385,1,1,1,0,1
,"",_386,1,1,1,0,1
,"",_387,1,1,1,0,1
,"",_388,1,1,1,0,1
,"",_389,1,1,1,0,1
,"",_390,1,1,1,0,1
,"",_391,1,1,1,0,1
,"",_392,1,1,1,0,1
,"",_393,1,1,1,0,1
,"",_394,1,1,1,0,1
,"",_395,1,1,1,0,1
,"",_396,1,1,1,0,1
,"",_398,1,1,1,0,1
,"",_399,1,1,1,0,1
,"",_400,1,1,1,0,1
,"",_401,1,1,0,0,0
,"",_402,1,1,1,0,1
,"",_403,1,1,1,0,1
,"",_404,1,1,1,0,1
,"",_405,1,1,1,0,1
,"",_406,1,1,1,0,1
,"",_407,1,1,1,0,1
,"",_408,1,1,1,0,1
,"",_409,1,1,1,0,1
,"",_410,1,1,1,0,1
,"",_411,1,1,1,0,1
,"",_412,1,1,0,0,0
,"",_413,1,1,1,0,1
,"",_419,1,1,1,0,1
,"",_420,1,1,1,0,1
,"",_422,1,1,1,0,1
,"",_423,1,1,1,0,1
,"",_424,1,1,1,0,1
,"",_426,1,1,1,0,1
,"",_427,1,1,1,0,1
,"",_429,1,1,1,0,1
,"",_430,1,1,1,0,1
,"",_431,1,1,1,0,1
,"",_432,1,1,1,0,1
,"",_433,1,1,1,0,1
,"",_434,1,1,1,0,1
,"",_435,1,1,1,0,1
,"",_436,1,1,1,0,1
,"",_438,1,1,1,0,1
,"",_440,1,1,1,0,1
,"",_441,1,1,1,0,1
,"",_442,1,1,1,0,1
,"",_443,1,1,0,0,0
,"",_444,1,1,1,0,1
,"",_447,1,1,1,0,1
,"",_448,1,1,1,0,1
,"",_453,1,1,1,0,1
,"",_455,1,1,1,0,1
,"",_456,1,1,1,0,1
,"",_457,1,1,1,0,1
,"",_458,1,1,1,0,1
,"",_459,1,1,1,0,1
,"",_460,1,1,1,0,1
,"",_461,1,1,0,0,0
,"",_464,1,1,1,0,1
,"",_467,1,1,1,0,1
,"",_470,1,1,1,0,1
,"",_471,1,1,1,0,1
,"",_472,1,1,1,0,1
,"",_474,1,1,1,0,1
,"",_477,1,1,1,0,1
,"",_478,1,1,1,0,1
,"",_479,1,1,1,0,1
,"",_481,1,1,1,0,1
,"",_483,1,1,1,0,1
,"",_484,1,1,1,0,1
,"",_485,1,1,1,0,1
,"",_486,1,1,1,0,1
,"",_487,1,1,1,0,1
,"",_488,1,1,1,0,1
,"",_489,1,1,1,0,1
,"",_490,1,1,1,0,1
,"",_491,1,1,1,0,1
,"",_492,1,1,1,0,1
,"",_493,1,1,1,0,1
,"",_494,1,1,1,0,1
,"",_495,1,1,1,0,1
,"",_496,1,1,1,0,1
,"",_497,1,1,1,0,1
,"",_498,1,1,0,0,0
,"",_500,1,1,1,0,1
,"",_501,1,1,1,0,1
,"",_502,1,1,1,0,1
,"",_503,1,1,1,0,1
,"",_504,1,1,1,0,1
,"",_505,1,1,1,0,1
,"",_506,1,1,1,0,1
,"",_507,1,1,1,0,1
,"",_508,1,1,1,0,1
,"",_509,1,1,1,0,1
,"",_511,1,1,0,0,0
,"",_513,1,1,1,0,1
,"",_514,1,1,1,0,1
,"",_515,1,1,1,0,1
,"",_518,1,1,1,0,1
,"",_519,1,1,1,0,1
,"",_521,1,1,1,0,1
,"",_522,1,1,1,0,1
,"",_523,1,1,1,0,1
,"",_524,1,1,1,0,1
,"",_525,1,1,1,0,1
,"",_526,1,1,1,0,1
,"",_527,1,1,1,0,1
,"",_528,1,1,1,0,1
,"",_530,1,1,0,0,0
,"",_531,1,1,1,0,1
,"",_534,1,1,1,0,1
,"",_536,1,1,1,0,1
,"",_537,1,1,1,0,1
,"",_538,1,1,1,0,1
,"",_539,1,1,1,0,1
,"",_540,1,1,1,0,1
,"",_541,1,1,1,0,1
,"",_542,1,1,1,0,1
,"",_543,1,1,1,0,1
,"",_544,1,1,1,0,1
,"",_545,1,1,1,0,1
,"",_546,1,1,1,0,1
,"",_547,1,1,1,0,1
,"",_548,1,1,1,0,1
,"",_549,1,1,1,0,1
,"",_555,1,1,1,0,1
,"",_556,1,1,1,0,1
,"",_557,1,1,1,0,1
,"",_558,1,1,1,0,1
,"",_559,1,1,1,0,1
,"",_560,1,1,1,0,1
,"",_561,1,1,1,0,1
,"",_562,1,1,1,0,1
,"",_563,1,1,1,0,1
,"",_565,1,1,1,0,1
,"",_566,1,1,1,0,1
,"",_569,1,1,1,0,1
,"",_570,1,1,1,0,1
,"",_571,1,1,1,0,1
,"",_574,1,1,1,0,1
,"",_575,1,1,1,0,1
,"",_577,1,1,1,0,1
,"",_578,1,1,1,0,1
,"",_579,1,1,1,0,1
,"",_580,1,1,1,0,1
,"",_585,1,1,1,0,1
,"",_586,1,1,1,0,1
,"",_587,1,1,1,0,1
,"",_589,1,1,1,0,1
,"",_591,1,1,1,0,1
,"",_592,1,1,1,0,1
,"",_593,1,1,0,0,0
,"",_594,1,1,1,0,1
,"",_595,1,1,1,0,1
,"",_596,1,1,1,0,1
,"",_597,1,1,1,0,1
,"",_598,1,1,0,1,1
,"",_599,1,1,1,0,1
,"",_601,1,1,1,0,1
,"",_602,1,1,1,0,1
,"",_603,1,1,1,0,1
,"",_605,1,1,1,0,1
,"",_606,1,1,1,0,1
,"",_608,1,1,1,0,1
,"",_609,1,1,1,0,1
,"",_614,1,1,1,0,1
,"",_617,1,1,1,0,1
,"",_618,1,1,1,0,1
,"",_619,1,1,1,0,1
,"",_620,1,1,1,0,1
,"",_621,1,1,1,0,1
,"",_622,1,1,1,0,1
,"",_623,1,1,1,0,1
,"",_624,1,1,1,0,1
,"",_625,1,1,1,0,1
,"",_628,1,1,1,0,1
,"",_631,1,1,1,0,1
,"",_634,1,1,1,0,1
,"",_635,1,1,1,0,1
,"",_636,1,1,1,0,1
,"",_637,1,1,1,0,1
,"",_638,1,1,1,0,1
,"",_639,1,1,1,0,1
,"",_640,1,1,1,0,1
,"",_641,1,1,1,0,1
,"",_646,1,1,1,0,1
,"",_647,1,1,1,0,1
,"",_648,1,1,1,0,1
,"",_650,1,1,1,0,1
,"",_651,1,1,1,0,1
,"",_652,1,1,1,0,1
,"",_653,1,1,0,0,0
,"",_655,1,1,1,0,1
,"",_656,1,1,1,0,1
,"",_657,1,1,1,0,1
,"",_658,1,1,1,0,1
,"",_662,1,1,1,0,1
,"",_663,1,1,1,0,1
,"",_664,1,1,1,0,1
,"",_665,1,1,1,0,1
,"",_666,1,1,1,0,1
,"",_669,1,2,1,0,1
,"",_670,1,1,1,0,1
,"",_671,1,1,1,0,1
,"",_673,1,1,1,0,1
,"",_674,1,1,1,0,1
,"",_677,1,1,1,0,1
,"",_679,1,1,1,0,1
,"",_680,1,1,1,0,1
,"",_681,1,1,1,0,1
,"",_682,1,1,1,0,1
,"",_683,1,1,1,0,1
,"",_684,1,1,1,0,1
,"",_686,1,1,1,0,1
,"",_688,1,1,1,0,1
,"",_689,1,1,1,0,1
,"",_690,1,1,1,0,1
,"",_691,1,1,1,0,1
,"",_692,1,1,1,0,1
,"",_694,1,1,1,0,1
,"",_696,1,1,1,0,1
,"",_697,1,1,1,0,1
,"",_698,1,1,1,0,1
,"",_699,1,1,1,0,1
,"",_700,1,1,1,0,1
,"",_701,1,1,1,0,1
,"",_702,1,1,1,0,1
,"",_703,1,1,1,0,1
,"",_704,1,1,1,0,1
,"",_705,1,1,1,0,1
,"",_706,1,1,1,0,1
,"",_707,1,1,1,0,1
,"",_709,1,1,1,0,1
,"",_710,1,1,1,0,1
,"",_711,1,1,1,0,1
,"",_712,1,1,1,0,1
,"",_713,1,1,1,0,1
,"",_714,1,1,1,0,1
,"",_715,1,1,1,0,1
,"",_716,1,1,0,0,0
,"",_718,1,1,1,0,1
,"",_720,1,1,1,0,1
,"",_721,1,1,1,0,1
,"",_722,1,1,0,0,0
,"",_723,1,1,1,0,1
,"",_724,1,1,1,0,1
,"",_725,1,1,1,0,1
,"",_726,1,1,1,0,1
,"",_727,1,1,1,0,1
,"",_728,1,1,1,0,1
,"",_729,1,1,1,0,1
,"",_730,1,1,1,0,1
,"",_731,1,1,1,0,1
,"",_732,1,1,1,0,1
,"",_733,1,1,1,0,1
,"",_735,1,1,1,0,1
,"",_736,1,1,1,0,1
,"",_737,1,1,1,0,1
,"",_738,1,1,1,0,1
,"",_739,1,1,1,0,1
,"",_740,1,1,1,0,1
,"",_741,1,1,1,0,1
,"",_742,1,1,1,0,1
,"",_743,1,1,1,0,1
,"",_744,1,1,1,0,1
,"",_745,1,1,1,0,1
,"",_746,1,1,1,0,1
,"",_747,1,1,1,0,1
,"",_748,1,1,1,0,1
,"",_749,1,1,1,0,1
,"",_750,1,1,1,0,1
,"",_751,1,1,1,0,1
,"",_752,1,1,1,0,1
,"",_753,1,1,1,0,1
,"",_754,1,1,1,0,1
,"",_755,1,1,1,0,1
,"",_757,1,1,1,0,1
,"",_758,1,1,1,0,1
,"",_759,1,1,1,0,1
,"",_760,1,1,1,0,1
,"",_761,1,1,1,0,1
,"",_762,1,1,1,0,1
,"",_763,1,1,1,0,1
,"",_764,1,1,1,0,1
,"",_765,1,1,1,0,1
,"",_766,1,1,1,0,1
,"",_767,1,1,1,0,1
,"",_768,1,1,1,0,1
,"",_769,1,1,1,0,1
,"",_770,1,1,1,0,1
,"",_771,1,1,1,0,1
,"",_772,1,1,1,0,1
,"",_773,1,1,1,0,1
,"",_775,1,1,1,0,1
,"",_776,1,1,1,0,1
,"",_777,1,1,1,0,1
,"",_778,1,1,1,0,1
,"",_779,1,1,1,0,1
,"",_780,1,1,0,0,0
,"",_781,1,1,1,0,1
,"",_782,1,1,1,0,1
,"",_783,1,1,1,0,1
,"",_784,1,1,1,0,1
,"",_785,1,1,1,0,1
,"",_786,1,1,1,0,1
,"",_787,1,1,1,0,1
,"",_788,1,1,1,0,1
,"",_789,1,1,1,0,1
