Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
Chariots Gaming,"",_63,6,6,1,0,1
Autumn Interactive,"",_67,6,5,4,0,4
,"",_18,6,6,3,1,4
,"",_68,6,6,6,0,6
Vincent Goh,"",_70,5,5,5,0,5
Marina Bay Sands,"sinonet3d@gmail.com
https://genesis.hq.unity3d.com/organizations/18966836212561/
millernguyen.mbs@gmail.com
liulink@gmail.com
",_149,5,3,5,0,5
EON Reality,"",_74,5,4,0,0,0
,"",_17,5,6,4,1,5
,"",_45,5,5,4,0,4
,"",_56,5,5,4,0,4
,"",_62,5,5,5,0,5
The Carrot Studio,"",_86,4,4,3,0,3
SideFX Studios,"https://genesis.hq.unity3d.com/organizations/1374436136701/
",_78,4,5,1,0,1
Revez Digital,"http://revezdigital.com/
Plus license
",_80,4,3,4,0,4
Quantum Jump Tech,"http://qjdev.lihailouti.cn/%E5%85%B3%E4%BA%8E%E7%90%A6%E6%99%AF%E7%A7%91%E6%8A%80
https://genesis.hq.unity3d.com/organizations/18966610847599/members-groups
",_105,4,4,3,0,3
Land Shark Games,"",_165,4,4,0,0,0
ITE,"",_104,4,4,4,0,4
https://www.xiibraves.com/,"Org with 11 members
",_81,4,4,2,0,2
DSO HEDP,"",_84,4,4,3,0,3
Aviationlearn.com,"",_97,4,2,3,0,3
Anacle,"",_87,4,4,0,0,0
,"",_69,4,4,4,0,4
,"",_83,4,4,3,0,3
,"",_93,4,3,3,1,4
,"",_101,4,4,4,0,4
,"",_114,4,3,4,0,4
,"",_131,4,3,4,0,4
,"",_177,4,3,3,0,3
SUTD,"",_122,3,4,3,0,3
STE Training & Simulation,"leong.guowei@stengg.com	
liew.wanhui@stee.stengg.com
kohwuisiong2@gmail.com
",_99,3,3,2,0,2
Starstruck Games,"",_173,3,3,2,0,2
Silversea Media,"https://www.silversea-media.com/
",_153,3,3,1,2,3
Royce Media,"",_186,3,2,3,0,3
Presence Pictures VR,"https://app.presencepictures.com.sg/storePages/presenceImages/PresencePicturesAboutUs.pdf#toolbar=0&navpanes=0&scrollbar=0
",_103,3,2,2,0,2
NUS Engineering Design and Innovation Centre,"",_158,3,3,2,0,2
New Future Games,"",_241,3,3,3,0,3
Meshtint,"",_407,3,2,3,0,3
Korea user,"",_57,3,2,1,0,1
Hennery Studio,"",_168,3,2,3,0,3
Cybervision,"",_124,3,3,3,0,3
,"",_21,3,2,3,0,3
,"",_58,3,2,3,0,3
,"",_77,3,3,3,0,3
,"",_96,3,3,3,0,3
,"",_98,3,3,3,0,3
,"",_115,3,3,3,0,3
,"",_120,3,3,3,0,3
,"",_121,3,3,2,0,2
,"",_128,3,2,1,0,1
,"",_129,3,3,2,0,2
,"",_130,3,3,2,0,2
,"",_135,3,3,3,0,3
,"",_156,3,2,3,0,3
,"",_162,3,3,3,0,3
,"",_164,3,3,3,0,3
,"",_184,3,2,3,0,3
,"ST Engineering
",_185,3,3,3,0,3
,"",_272,3,2,3,0,3
,"",_418,3,2,3,0,3
Vividthree,"",_342,2,2,0,0,0
Terresqual,"",_151,2,1,2,0,2
StarSprite,"http://starsprite.com/
",_136,2,2,1,0,1
Singapore American School,"",_381,2,1,2,0,2
Siemens - Lim Riqui,"https://genesis.hq.unity3d.com/users/18966804306463/
",_266,2,1,2,0,2
Orca Studios,"",_251,2,2,0,0,0
Make Studios,"",_338,2,2,2,0,2
Bui_Thanh (VN),"",_297,2,2,0,2,2
Bandai Namco,"",_220,2,2,0,0,0
Azurite,"",_142,2,2,1,0,1
A-Star,"https://genesis.hq.unity3d.com/organizations/18966615602330/
",_453,2,3,1,0,1
Appigniter,"https://www.appigniter.co/
Plus license
",_176,2,1,0,0,0
Accenture / Beca,"",_292,2,2,0,0,0
AAT Training Hub,"",_126,2,1,0,0,0
,"",_54,2,2,2,0,2
,"",_64,2,2,2,0,2
,"",_75,2,2,2,0,2
,"",_82,2,1,2,0,2
,"",_89,2,2,1,0,1
,"",_100,2,1,1,0,1
,"",_106,2,1,2,0,2
,"",_108,2,1,2,0,2
,"",_109,2,2,2,0,2
,"",_112,2,2,2,0,2
,"",_123,2,2,2,0,2
,"",_127,2,1,2,0,2
,"",_132,2,1,1,0,1
,"",_139,2,1,2,0,2
,"",_141,2,2,2,0,2
,"",_148,2,2,2,0,2
,"",_154,2,2,2,0,2
,"",_159,2,2,2,0,2
,"",_160,2,2,1,0,1
,"",_169,2,2,2,0,2
,"",_174,2,2,2,0,2
,"",_175,2,2,2,0,2
,"",_180,2,2,1,0,1
,"",_187,2,2,2,0,2
,"",_190,2,1,2,0,2
,"",_194,2,2,1,1,2
,"",_196,2,2,2,0,2
,"",_198,2,1,2,0,2
,"",_204,2,2,2,0,2
,"",_205,2,1,2,0,2
,"",_206,2,2,1,0,1
,"",_207,2,2,2,0,2
,"",_208,2,2,2,0,2
,"",_212,2,2,2,0,2
,"",_217,2,2,2,0,2
,"",_218,2,2,0,1,1
,"",_219,2,2,2,0,2
,"",_222,2,2,2,0,2
,"",_233,2,2,1,1,2
,"",_234,2,2,1,0,1
,"",_237,2,1,2,0,2
,"",_245,2,1,2,0,2
,"",_247,2,2,2,0,2
,"",_254,2,1,2,0,2
,"",_260,2,1,2,0,2
,"",_270,2,2,2,0,2
,"",_271,2,2,2,0,2
,"",_273,2,2,2,0,2
,"",_282,2,2,2,0,2
,"",_288,2,2,2,0,2
,"",_289,2,1,2,0,2
,"",_291,2,2,2,0,2
,"",_303,2,2,2,0,2
,"",_310,2,1,2,0,2
,"",_311,2,1,2,0,2
,"",_312,2,1,2,0,2
,"",_318,2,1,2,0,2
,"",_321,2,2,2,0,2
,"",_322,2,1,1,1,2
,"",_323,2,2,1,0,1
,"",_325,2,2,2,0,2
,"",_326,2,1,0,0,0
,"",_327,2,2,2,0,2
,"",_330,2,2,2,0,2
,"",_333,2,2,2,0,2
,"",_337,2,1,2,0,2
,"",_340,2,1,2,0,2
,"",_341,2,2,2,0,2
,"",_354,2,2,2,0,2
,"",_355,2,1,2,0,2
,"",_360,2,2,2,0,2
,"",_365,2,1,2,0,2
,"",_369,2,2,2,0,2
,"",_372,2,2,2,0,2
,"",_389,2,1,2,0,2
,"",_402,2,2,2,0,2
,"",_411,2,2,2,0,2
,"",_412,2,2,2,0,2
,"",_415,2,1,2,0,2
,"",_417,2,2,2,0,2
,"",_440,2,1,2,0,2
,"ST Engineering
",_452,2,1,2,0,2
,"",_504,2,1,2,0,2
,"",_565,2,1,2,0,2
,"",_612,2,1,2,0,2
,"",_661,2,1,2,0,2
,"",_670,2,1,0,0,0
,"",_719,2,1,2,0,2
,"",_738,2,1,1,0,1
,"",_753,2,1,2,0,2
,"",_805,2,1,2,0,2
,"",_877,2,1,1,0,1
,"",_1058,2,1,0,0,0
Visenze,"",_855,1,1,1,0,1
Ubisoft,"https://genesis.hq.unity3d.com/users/20066241185396/
",_616,1,1,0,0,0
Trinax,"",_163,1,1,0,0,0
The iterative Collective,"https://theiterative.co/
",_439,1,1,1,0,1
Taggle Health,"",_1148,1,1,0,0,0
ST Engineering Land Systems,"",_229,1,1,0,0,0
Singnet,"",_1286,1,1,1,0,1
Shadowbyte Games,"",_343,1,1,0,0,0
Sandbox VR,"",_1265,1,1,0,0,0
PlayTech Studio,"",_1180,1,1,1,0,1
Pern Jie,"",_815,1,1,1,0,1
NUS-HCI Lab,"",_926,1,1,1,0,1
NTU VR Lab,"",_305,1,1,1,0,1
Nanyang Poly,"",_140,1,1,0,0,0
MyCard,"",_727,1,1,1,0,1
Mersiva LLP / Iceberg Design,"",_623,1,1,1,0,1
Kingmaker Games,"https://kingmakergames.co/
",_618,1,1,1,0,1
Indonesia user,"",_854,1,1,1,0,1
DSTA,"https://genesis.hq.unity3d.com/users/5336777/
",_1047,1,1,1,0,1
Brandon Gui,"",_117,1,1,0,0,0
,"",_71,1,1,0,0,0
,"",_76,1,1,1,0,1
,"",_85,1,1,1,0,1
,"",_88,1,1,1,0,1
,"",_90,1,1,1,0,1
,"",_92,1,1,1,0,1
,"",_95,1,1,1,0,1
,"",_102,1,1,1,0,1
,"",_107,1,1,1,0,1
,"",_118,1,1,1,0,1
,"",_119,1,2,1,0,1
,"",_125,1,1,1,0,1
,"",_133,1,1,0,0,0
,"",_134,1,2,1,0,1
,"",_137,1,1,1,0,1
,"",_138,1,1,1,0,1
,"",_143,1,1,1,0,1
,"",_145,1,1,1,0,1
,"",_146,1,1,1,0,1
,"",_150,1,1,1,0,1
,"",_152,1,1,0,0,0
,"",_155,1,1,1,0,1
,"",_161,1,1,1,0,1
,"",_170,1,1,1,0,1
,"",_171,1,1,0,1,1
,"",_172,1,1,1,0,1
,"",_178,1,1,1,0,1
,"",_181,1,1,1,0,1
,"",_182,1,1,1,0,1
,"",_183,1,1,1,0,1
,"",_188,1,1,1,0,1
,"",_191,1,1,1,0,1
,"",_192,1,1,0,0,0
,"",_193,1,1,1,0,1
,"",_195,1,1,0,1,1
,"",_197,1,1,1,0,1
,"",_200,1,2,1,0,1
,"",_201,1,1,1,0,1
,"",_202,1,1,1,0,1
,"",_209,1,1,1,0,1
,"",_210,1,1,1,0,1
,"",_211,1,1,1,0,1
,"",_213,1,1,1,0,1
,"",_214,1,1,1,0,1
,"",_215,1,1,0,1,1
,"",_216,1,1,1,0,1
,"",_221,1,1,1,0,1
,"",_223,1,1,1,0,1
,"",_224,1,1,1,0,1
,"",_225,1,1,1,0,1
,"",_226,1,1,1,0,1
,"",_227,1,1,1,0,1
,"",_228,1,1,0,0,0
,"",_231,1,1,1,0,1
,"",_232,1,1,1,0,1
,"",_235,1,1,1,0,1
,"",_236,1,1,1,0,1
,"",_239,1,1,1,0,1
,"",_240,1,1,1,0,1
,"",_242,1,1,1,0,1
,"",_243,1,1,1,0,1
,"",_244,1,1,1,0,1
,"",_246,1,1,1,0,1
,"",_248,1,1,1,0,1
,"",_249,1,1,1,0,1
,"",_250,1,1,1,0,1
,"",_252,1,1,1,0,1
,"",_255,1,1,0,1,1
,"",_256,1,1,1,0,1
,"",_257,1,1,1,0,1
,"",_258,1,1,1,0,1
,"",_259,1,1,1,0,1
,"",_261,1,1,1,0,1
,"",_262,1,1,1,0,1
,"",_263,1,1,1,0,1
,"",_264,1,1,1,0,1
,"",_265,1,1,1,0,1
,"",_267,1,1,1,0,1
,"",_268,1,1,1,0,1
,"",_269,1,1,1,0,1
,"",_274,1,1,1,0,1
,"",_275,1,1,1,0,1
,"",_276,1,1,0,0,0
,"",_277,1,1,1,0,1
,"",_278,1,1,1,0,1
,"",_279,1,1,1,0,1
,"",_280,1,1,1,0,1
,"",_281,1,1,1,0,1
,"",_283,1,1,1,0,1
,"",_284,1,1,0,0,0
,"",_285,1,1,1,0,1
,"",_286,1,1,1,0,1
,"",_287,1,1,1,0,1
,"",_290,1,1,0,1,1
,"",_294,1,1,1,0,1
,"",_295,1,1,1,0,1
,"",_296,1,1,1,0,1
,"",_298,1,1,1,0,1
,"",_299,1,1,1,0,1
,"",_300,1,1,1,0,1
,"",_302,1,1,1,0,1
,"",_304,1,1,0,0,0
,"",_306,1,1,1,0,1
,"",_307,1,1,0,0,0
,"",_308,1,1,0,0,0
,"",_313,1,1,0,0,0
,"",_314,1,1,1,0,1
,"",_315,1,1,0,0,0
,"",_316,1,1,1,0,1
,"",_317,1,1,1,0,1
,"",_319,1,1,1,0,1
,"",_320,1,1,1,0,1
,"",_324,1,1,0,0,0
,"",_328,1,1,1,0,1
,"",_329,1,1,1,0,1
,"",_331,1,1,1,0,1
,"",_332,1,2,1,0,1
,"",_334,1,1,1,0,1
,"",_335,1,1,1,0,1
,"",_336,1,1,1,0,1
,"",_339,1,1,1,0,1
,"",_344,1,1,0,0,0
,"",_345,1,1,1,0,1
,"",_346,1,1,1,0,1
,"",_347,1,1,1,0,1
,"",_348,1,1,1,0,1
,"",_349,1,1,1,0,1
,"",_350,1,1,1,0,1
,"",_351,1,1,1,0,1
,"",_357,1,1,0,0,0
,"",_358,1,1,0,0,0
,"",_359,1,1,1,0,1
,"",_361,1,1,1,0,1
,"",_362,1,1,0,0,0
,"",_363,1,1,1,0,1
,"",_364,1,1,1,0,1
,"",_366,1,1,0,0,0
,"",_368,1,1,1,0,1
,"",_370,1,1,1,0,1
,"",_371,1,1,1,0,1
,"",_373,1,1,1,0,1
,"",_374,1,1,0,0,0
,"",_375,1,1,1,0,1
,"",_376,1,1,1,0,1
,"",_377,1,1,1,0,1
,"",_378,1,1,1,0,1
,"",_379,1,1,1,0,1
,"",_380,1,1,1,0,1
,"",_382,1,1,1,0,1
,"",_383,1,1,1,0,1
,"",_384,1,1,1,0,1
,"",_385,1,1,0,0,0
,"",_386,1,1,1,0,1
,"",_387,1,1,1,0,1
,"",_388,1,1,1,0,1
,"",_390,1,1,1,0,1
,"",_391,1,1,1,0,1
,"",_393,1,1,1,0,1
,"",_394,1,1,1,0,1
,"",_395,1,1,1,0,1
,"",_396,1,2,1,0,1
,"",_397,1,1,1,0,1
,"",_398,1,1,0,1,1
,"",_399,1,1,1,0,1
,"",_400,1,1,1,0,1
,"",_401,1,1,1,0,1
,"",_403,1,1,1,0,1
,"",_404,1,1,1,0,1
,"",_409,1,1,1,0,1
,"",_410,1,1,1,0,1
,"",_413,1,1,1,0,1
,"",_414,1,1,1,0,1
,"",_416,1,1,1,0,1
,"",_419,1,1,1,0,1
,"",_420,1,1,1,0,1
,"",_421,1,1,1,0,1
,"",_422,1,1,1,0,1
,"",_423,1,1,1,0,1
,"",_424,1,1,1,0,1
,"",_425,1,1,1,0,1
,"",_426,1,1,1,0,1
,"",_427,1,1,1,0,1
,"",_428,1,1,0,0,0
,"",_429,1,1,1,0,1
,"",_430,1,1,1,0,1
,"",_431,1,1,1,0,1
,"",_432,1,1,0,0,0
,"",_433,1,1,1,0,1
,"",_434,1,1,1,0,1
,"",_435,1,1,1,0,1
,"",_436,1,1,1,0,1
,"",_437,1,1,0,0,0
,"",_438,1,1,1,0,1
,"",_441,1,1,1,0,1
,"",_442,1,1,1,0,1
,"",_443,1,1,1,0,1
,"",_444,1,1,1,0,1
,"",_445,1,1,1,0,1
,"",_446,1,1,1,0,1
,"",_447,1,1,0,0,0
,"",_448,1,1,0,0,0
,"",_449,1,1,1,0,1
,"",_450,1,1,1,0,1
,"",_451,1,1,1,0,1
,"",_454,1,1,1,0,1
,"",_455,1,1,1,0,1
,"",_456,1,1,1,0,1
,"",_457,1,1,1,0,1
,"",_458,1,1,0,1,1
,"",_459,1,1,1,0,1
,"",_461,1,1,1,0,1
,"",_462,1,1,1,0,1
,"",_463,1,1,1,0,1
,"",_464,1,1,1,0,1
,"",_465,1,1,1,0,1
,"",_466,1,1,1,0,1
,"",_467,1,1,1,0,1
,"",_468,1,1,1,0,1
,"",_469,1,1,1,0,1
,"",_470,1,1,1,0,1
,"",_471,1,1,1,0,1
,"",_472,1,1,1,0,1
,"",_473,1,1,1,0,1
,"",_474,1,1,1,0,1
,"",_475,1,1,1,0,1
,"",_476,1,1,1,0,1
,"",_477,1,1,1,0,1
,"",_479,1,1,1,0,1
,"",_480,1,1,1,0,1
,"",_481,1,1,1,0,1
,"",_482,1,1,1,0,1
,"",_483,1,1,1,0,1
,"",_484,1,1,1,0,1
,"",_485,1,1,1,0,1
,"",_486,1,1,0,1,1
,"",_487,1,1,1,0,1
,"",_488,1,1,1,0,1
,"",_489,1,1,1,0,1
,"",_490,1,1,1,0,1
,"",_491,1,1,1,0,1
,"",_492,1,1,1,0,1
,"",_493,1,1,1,0,1
,"",_494,1,1,1,0,1
,"",_495,1,1,1,0,1
,"",_496,1,1,1,0,1
,"",_497,1,1,1,0,1
,"",_498,1,1,1,0,1
,"",_499,1,1,0,1,1
,"",_500,1,1,1,0,1
,"",_501,1,1,1,0,1
,"",_503,1,1,1,0,1
,"",_505,1,1,1,0,1
,"",_506,1,1,1,0,1
,"",_507,1,1,1,0,1
,"",_508,1,1,1,0,1
,"",_509,1,1,1,0,1
,"",_510,1,1,1,0,1
,"",_511,1,1,1,0,1
,"",_512,1,1,1,0,1
,"",_513,1,1,1,0,1
,"",_514,1,1,1,0,1
,"",_515,1,1,0,0,0
,"",_516,1,1,1,0,1
,"",_517,1,1,1,0,1
,"",_518,1,1,1,0,1
,"",_519,1,1,0,0,0
,"",_520,1,1,1,0,1
,"",_521,1,1,1,0,1
,"",_522,1,1,1,0,1
,"",_523,1,1,1,0,1
,"",_524,1,1,1,0,1
,"",_525,1,1,0,1,1
,"",_526,1,1,0,1,1
,"",_527,1,1,0,1,1
,"",_528,1,1,1,0,1
,"",_529,1,1,1,0,1
,"",_530,1,1,1,0,1
,"",_531,1,1,1,0,1
,"",_532,1,1,1,0,1
,"",_533,1,1,1,0,1
,"",_534,1,1,1,0,1
,"",_535,1,1,1,0,1
,"",_536,1,1,1,0,1
,"",_537,1,1,0,1,1
,"",_538,1,1,1,0,1
,"",_539,1,1,1,0,1
,"",_540,1,1,1,0,1
,"",_541,1,1,1,0,1
,"",_542,1,1,1,0,1
,"",_543,1,1,1,0,1
,"",_544,1,1,1,0,1
,"",_545,1,1,1,0,1
,"",_546,1,1,1,0,1
,"",_547,1,1,1,0,1
,"",_549,1,1,1,0,1
,"",_550,1,1,1,0,1
,"",_551,1,1,1,0,1
,"",_552,1,1,1,0,1
,"",_553,1,1,1,0,1
,"",_554,1,1,1,0,1
,"",_555,1,1,1,0,1
,"",_556,1,1,1,0,1
,"",_557,1,1,1,0,1
,"",_558,1,1,0,0,0
,"",_559,1,1,1,0,1
,"",_560,1,1,0,0,0
,"",_561,1,1,1,0,1
,"",_562,1,1,1,0,1
,"",_563,1,1,1,0,1
,"",_564,1,1,1,0,1
,"",_566,1,1,1,0,1
,"",_568,1,1,1,0,1
,"",_569,1,1,1,0,1
,"",_570,1,1,1,0,1
,"",_571,1,1,1,0,1
,"",_572,1,1,1,0,1
,"",_573,1,1,1,0,1
,"",_574,1,1,1,0,1
,"",_575,1,1,1,0,1
,"",_576,1,1,1,0,1
,"",_577,1,1,1,0,1
,"",_578,1,1,1,0,1
,"",_580,1,1,1,0,1
,"",_582,1,1,1,0,1
,"",_583,1,1,1,0,1
,"",_584,1,1,1,0,1
,"",_585,1,1,1,0,1
,"",_586,1,1,1,0,1
,"",_587,1,1,1,0,1
,"",_588,1,1,1,0,1
,"",_589,1,1,1,0,1
,"",_590,1,1,1,0,1
,"",_591,1,1,1,0,1
,"",_592,1,1,1,0,1
,"",_593,1,1,1,0,1
,"",_594,1,1,1,0,1
,"",_595,1,1,1,0,1
,"",_596,1,1,0,0,0
,"",_597,1,1,1,0,1
,"",_598,1,1,1,0,1
,"",_599,1,1,1,0,1
,"",_601,1,1,1,0,1
,"",_602,1,1,1,0,1
,"",_603,1,1,0,0,0
,"",_605,1,1,0,0,0
,"",_606,1,1,1,0,1
,"",_607,1,1,1,0,1
,"",_608,1,1,1,0,1
,"",_609,1,1,1,0,1
,"",_610,1,1,1,0,1
,"",_611,1,1,1,0,1
,"",_613,1,1,1,0,1
,"",_614,1,1,1,0,1
,"",_615,1,1,1,0,1
,"",_617,1,1,0,0,0
,"",_619,1,1,1,0,1
,"",_620,1,1,1,0,1
,"",_621,1,1,1,0,1
,"",_622,1,1,1,0,1
,"",_624,1,1,1,0,1
,"",_625,1,1,1,0,1
,"",_626,1,1,1,0,1
,"",_627,1,1,1,0,1
,"",_628,1,1,1,0,1
,"",_629,1,1,1,0,1
,"",_630,1,1,1,0,1
,"",_631,1,1,1,0,1
,"",_632,1,1,1,0,1
,"",_633,1,1,1,0,1
,"",_634,1,1,0,0,0
,"",_635,1,1,1,0,1
,"",_636,1,1,1,0,1
,"",_637,1,1,1,0,1
,"",_638,1,1,1,0,1
,"",_639,1,1,1,0,1
,"",_640,1,1,1,0,1
,"",_641,1,1,0,1,1
,"",_642,1,1,1,0,1
,"",_643,1,1,1,0,1
,"",_644,1,1,1,0,1
,"",_645,1,1,1,0,1
,"",_646,1,1,1,0,1
,"",_647,1,1,1,0,1
,"",_648,1,1,1,0,1
,"",_650,1,1,1,0,1
,"",_651,1,1,1,0,1
,"",_652,1,1,0,0,0
,"",_653,1,1,0,0,0
,"",_654,1,1,1,0,1
,"",_655,1,1,1,0,1
,"",_656,1,1,1,0,1
,"",_657,1,1,1,0,1
,"",_658,1,1,1,0,1
,"",_659,1,1,1,0,1
,"",_660,1,1,1,0,1
,"",_662,1,1,1,0,1
,"",_663,1,1,1,0,1
,"",_664,1,1,0,1,1
,"",_665,1,1,1,0,1
,"",_666,1,1,1,0,1
,"",_667,1,1,1,0,1
,"",_668,1,1,1,0,1
,"",_671,1,1,1,0,1
,"",_672,1,1,1,0,1
,"",_673,1,1,1,0,1
,"",_674,1,1,1,0,1
,"",_675,1,1,1,0,1
,"",_676,1,1,1,0,1
,"",_677,1,1,1,0,1
,"",_678,1,1,1,0,1
,"",_679,1,1,1,0,1
,"",_680,1,1,1,0,1
,"",_681,1,1,1,0,1
,"",_683,1,1,1,0,1
,"",_684,1,1,1,0,1
,"",_686,1,1,1,0,1
,"",_687,1,1,1,0,1
,"",_688,1,1,1,0,1
,"",_689,1,1,1,0,1
,"",_690,1,1,1,0,1
,"",_692,1,1,1,0,1
,"",_693,1,1,1,0,1
,"",_694,1,1,1,0,1
,"",_695,1,1,1,0,1
,"",_696,1,1,1,0,1
,"",_697,1,1,1,0,1
,"",_698,1,1,1,0,1
,"",_700,1,1,1,0,1
,"",_701,1,1,1,0,1
,"",_702,1,1,1,0,1
,"",_703,1,1,1,0,1
,"",_704,1,1,1,0,1
,"",_705,1,1,1,0,1
,"",_707,1,1,1,0,1
,"",_708,1,1,1,0,1
,"",_709,1,1,1,0,1
,"",_710,1,1,1,0,1
,"",_711,1,1,1,0,1
,"",_712,1,1,1,0,1
,"",_713,1,1,1,0,1
,"",_714,1,1,1,0,1
,"",_715,1,1,1,0,1
,"",_716,1,1,1,0,1
,"",_717,1,1,0,1,1
,"",_718,1,1,1,0,1
,"",_720,1,1,1,0,1
,"",_721,1,1,1,0,1
,"",_722,1,1,0,0,0
,"",_723,1,1,1,0,1
,"",_724,1,1,1,0,1
,"",_725,1,1,1,0,1
,"",_726,1,1,1,0,1
,"",_728,1,1,1,0,1
,"",_729,1,1,0,0,0
,"",_730,1,1,0,0,0
,"",_731,1,1,1,0,1
,"",_732,1,1,1,0,1
,"",_733,1,1,1,0,1
,"",_734,1,1,1,0,1
,"",_735,1,1,1,0,1
,"",_736,1,1,1,0,1
,"",_737,1,1,1,0,1
,"",_739,1,1,1,0,1
,"",_740,1,1,1,0,1
,"",_741,1,1,1,0,1
,"",_742,1,1,1,0,1
,"",_743,1,1,1,0,1
,"",_744,1,1,1,0,1
,"",_745,1,1,1,0,1
,"",_746,1,1,1,0,1
,"",_747,1,1,1,0,1
,"",_748,1,1,1,0,1
,"",_749,1,1,1,0,1
,"",_750,1,1,1,0,1
,"",_751,1,1,1,0,1
,"",_752,1,1,1,0,1
,"",_754,1,1,1,0,1
,"",_755,1,1,1,0,1
,"",_756,1,1,1,0,1
,"",_757,1,1,1,0,1
,"",_758,1,1,1,0,1
,"",_759,1,1,0,0,0
,"",_760,1,1,1,0,1
,"",_761,1,1,1,0,1
,"",_763,1,1,1,0,1
,"",_764,1,1,1,0,1
,"",_765,1,1,1,0,1
,"",_766,1,1,1,0,1
,"",_767,1,1,1,0,1
,"",_768,1,1,0,0,0
,"",_769,1,1,0,0,0
,"",_770,1,1,1,0,1
,"",_771,1,1,0,0,0
,"",_772,1,1,0,0,0
,"",_773,1,1,1,0,1
,"",_774,1,1,1,0,1
,"",_775,1,1,1,0,1
,"",_776,1,1,1,0,1
,"",_777,1,1,1,0,1
,"",_778,1,1,1,0,1
,"",_779,1,1,1,0,1
,"",_780,1,1,1,0,1
,"",_781,1,1,1,0,1
,"",_782,1,1,1,0,1
,"",_783,1,1,1,0,1
,"",_784,1,1,1,0,1
,"",_785,1,1,1,0,1
,"",_786,1,1,1,0,1
,"",_787,1,1,1,0,1
,"",_788,1,1,1,0,1
,"",_789,1,1,1,0,1
,"",_790,1,1,1,0,1
,"",_792,1,1,1,0,1
,"",_793,1,1,1,0,1
,"",_794,1,1,1,0,1
,"",_795,1,1,1,0,1
,"",_796,1,1,1,0,1
,"",_797,1,1,1,0,1
,"",_798,1,1,1,0,1
,"",_799,1,1,1,0,1
,"",_800,1,1,1,0,1
,"",_801,1,1,1,0,1
,"",_802,1,1,1,0,1
,"",_803,1,1,1,0,1
,"",_804,1,1,1,0,1
,"",_806,1,1,1,0,1
,"",_807,1,1,1,0,1
,"",_808,1,1,0,0,0
,"",_809,1,1,1,0,1
,"",_810,1,1,1,0,1
,"",_811,1,1,1,0,1
,"",_812,1,1,1,0,1
,"",_813,1,1,1,0,1
,"",_814,1,1,1,0,1
,"",_816,1,1,1,0,1
,"",_817,1,1,1,0,1
,"",_818,1,1,1,0,1
,"",_819,1,1,1,0,1
,"",_820,1,1,1,0,1
,"",_821,1,1,1,0,1
,"",_822,1,1,1,0,1
,"",_823,1,1,1,0,1
,"",_824,1,1,1,0,1
,"",_825,1,1,1,0,1
,"",_826,1,1,1,0,1
,"",_827,1,1,1,0,1
,"",_828,1,1,1,0,1
,"",_829,1,1,1,0,1
,"",_830,1,1,1,0,1
,"",_831,1,1,1,0,1
,"",_832,1,1,1,0,1
,"",_833,1,1,0,1,1
,"",_834,1,1,1,0,1
,"",_835,1,1,1,0,1
,"",_836,1,1,1,0,1
,"",_837,1,1,1,0,1
,"",_838,1,1,0,0,0
,"",_839,1,1,1,0,1
,"",_840,1,1,1,0,1
,"",_841,1,1,1,0,1
,"",_842,1,1,0,1,1
,"",_843,1,1,1,0,1
,"",_844,1,1,1,0,1
,"",_845,1,1,0,0,0
,"",_846,1,1,1,0,1
