Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
,"",_91,4,3,3,0,3
StarSprite,"http://starsprite.com/
",_204,3,2,2,0,2
Silversea Media,"https://www.silversea-media.com/
",_870,3,2,0,3,3
Revez Digital,"http://revezdigital.com/
Plus license
",_166,3,3,3,0,3
PlayTech Studio,"",_77,3,2,3,0,3
Meshtint,"",_1304,3,2,3,0,3
Korea user,"",_132,3,2,2,0,2
DSO HEDP,"",_254,3,3,3,0,3
Anacle,"",_325,3,3,2,0,2
,"",_52,3,2,3,0,3
,"",_57,3,2,1,0,1
,"",_76,3,3,3,0,3
,"",_82,3,3,3,0,3
,"",_85,3,2,1,0,1
,"",_90,3,3,3,0,3
,"",_94,3,2,3,0,3
,"",_101,3,3,3,0,3
,"",_102,3,3,3,0,3
,"",_112,3,2,3,0,3
,"",_117,3,3,3,0,3
,"",_125,3,1,3,0,3
,"",_126,3,3,3,0,3
,"",_148,3,2,3,0,3
,"",_425,3,2,3,0,3
Vincent Goh,"",_810,2,2,2,0,2
The iterative Collective,"https://theiterative.co/
",_152,2,2,2,0,2
ST Engineering Land Systems,"",_649,2,1,1,0,1
Presence Pictures VR,"https://app.presencepictures.com.sg/storePages/presenceImages/PresencePicturesAboutUs.pdf#toolbar=0&navpanes=0&scrollbar=0
",_694,2,1,1,0,1
Pangaea Interactive,"https://genesis.hq.unity3d.com/organizations/18966656267336/
http://pangaeainteractive.com/
",_74,2,1,1,0,1
Orca Studios,"",_211,2,2,0,0,0
NUS Engineering Design and Innovation Centre,"",_291,2,2,1,0,1
New Future Games,"",_225,2,1,2,0,2
Mersiva LLP / Iceberg Design,"",_306,2,2,2,0,2
Make Studios,"",_444,2,1,2,0,2
iShorty,"",_106,2,2,2,0,2
https://www.xiibraves.com/,"Org with 11 members
",_437,2,2,0,0,0
Exousia Studios,"",_191,2,2,2,0,2
EON Reality,"",_133,2,2,0,0,0
Bui_Thanh (VN),"",_278,2,2,0,2,2
Aviationlearn.com,"",_213,2,2,1,0,1
Aviation Virtual,"",_659,2,2,1,0,1
A-Star,"https://genesis.hq.unity3d.com/organizations/18966615602330/
",_382,2,3,2,0,2
,"",_33,2,1,2,0,2
,"",_40,2,2,2,0,2
,"",_41,2,1,2,0,2
,"",_43,2,2,2,0,2
,"",_49,2,2,2,0,2
,"",_54,2,2,2,0,2
,"",_55,2,1,2,0,2
,"",_58,2,1,2,0,2
,"",_60,2,1,2,0,2
,"",_63,2,1,2,0,2
,"",_64,2,2,0,0,0
,"",_78,2,1,2,0,2
,"",_79,2,1,2,0,2
,"",_80,2,2,2,0,2
,"",_83,2,2,1,1,2
,"",_87,2,2,2,0,2
,"",_88,2,2,2,0,2
,"",_92,2,2,1,1,2
,"",_93,2,2,1,0,1
,"",_96,2,2,1,0,1
,"",_105,2,1,2,0,2
,"",_107,2,1,2,0,2
,"",_110,2,1,2,0,2
,"",_111,2,1,2,0,2
,"",_114,2,1,2,0,2
,"",_115,2,1,2,0,2
,"",_122,2,2,0,2,2
,"",_123,2,2,2,0,2
,"",_127,2,2,0,2,2
,"",_129,2,2,2,0,2
,"",_130,2,2,2,0,2
,"",_131,2,2,2,0,2
,"",_135,2,2,2,0,2
,"",_146,2,1,2,0,2
,"",_150,2,1,2,0,2
,"",_157,2,1,2,0,2
,"",_160,2,2,2,0,2
,"",_161,2,1,2,0,2
,"",_168,2,1,2,0,2
,"",_171,2,1,2,0,2
,"",_172,2,2,2,0,2
,"",_196,2,2,2,0,2
,"",_207,2,2,2,0,2
,"",_209,2,2,2,0,2
,"",_210,2,2,2,0,2
,"",_214,2,1,2,0,2
,"",_217,2,1,2,0,2
,"",_220,2,1,2,0,2
,"",_236,2,2,2,0,2
,"",_237,2,2,1,0,1
,"",_238,2,2,2,0,2
,"",_244,2,1,2,0,2
,"",_250,2,2,1,0,1
,"",_251,2,2,2,0,2
,"",_261,2,2,2,0,2
,"",_270,2,1,2,0,2
,"",_272,2,2,2,0,2
,"",_277,2,2,2,0,2
,"",_295,2,2,2,0,2
,"",_299,2,2,2,0,2
,"",_302,2,2,2,0,2
,"",_307,2,1,2,0,2
,"",_308,2,2,2,0,2
,"",_314,2,1,2,0,2
,"",_320,2,2,2,0,2
,"",_330,2,1,2,0,2
,"",_333,2,1,1,0,1
,"",_340,2,1,1,0,1
,"",_349,2,2,2,0,2
,"",_352,2,1,2,0,2
,"",_355,2,1,0,0,0
,"",_356,2,1,2,0,2
,"",_365,2,1,2,0,2
,"",_370,2,1,2,0,2
,"",_373,2,1,2,0,2
,"",_374,2,1,2,0,2
,"",_375,2,2,2,0,2
,"",_380,2,1,2,0,2
,"",_381,2,2,2,0,2
,"",_383,2,1,2,0,2
,"",_399,2,2,2,0,2
,"",_401,2,1,2,0,2
,"",_402,2,2,0,0,0
,"",_407,2,2,2,0,2
,"",_408,2,1,0,0,0
,"",_409,2,2,2,0,2
,"",_410,2,1,2,0,2
,"",_413,2,1,2,0,2
,"",_414,2,2,2,0,2
,"",_416,2,2,1,0,1
,"",_422,2,1,2,0,2
,"",_598,2,1,2,0,2
,"",_710,2,1,0,0,0
,"",_978,2,1,2,0,2
,"",_1012,2,1,2,0,2
,"",_1096,2,1,2,0,2
,"",_1131,2,1,2,0,2
,"",_1220,2,1,0,0,0
Vividthree,"",_1067,1,1,0,0,0
Visenze,"",_471,1,1,1,0,1
Ubisoft,"https://genesis.hq.unity3d.com/users/20066241185396/
",_709,1,1,0,0,0
Tuxedo Cow,"",_480,1,1,0,0,0
Trinax,"",_742,1,1,0,0,0
The Carrot Studio,"",_72,1,1,1,0,1
Terresqual,"",_100,1,1,1,0,1
Taggle Health,"",_1395,1,1,0,0,0
STE Training & Simulation,"leong.guowei@stengg.com	
liew.wanhui@stee.stengg.com
kohwuisiong2@gmail.com
",_97,1,1,1,0,1
Starstruck Games,"",_716,1,1,1,0,1
Singapore American School,"",_1426,1,1,1,0,1
Siemens - Lim Riqui,"https://genesis.hq.unity3d.com/users/18966804306463/
",_849,1,1,1,0,1
Shadowbyte Games,"",_1172,1,1,0,0,0
Pern Jie,"",_548,1,1,1,0,1
NTU VR Lab,"",_174,1,1,1,0,1
Nanyang Poly,"",_828,1,1,0,0,0
ITE,"",_938,1,1,1,0,1
Hennery Studio,"",_1155,1,1,1,0,1
Cybervision,"",_441,1,1,1,0,1
Brandon Gui,"",_136,1,1,0,0,0
AAT Training Hub,"",_158,1,1,0,0,0
,"",_26,1,1,1,0,1
,"",_27,1,2,1,0,1
,"",_42,1,1,1,0,1
,"",_53,1,1,1,0,1
,"",_56,1,2,1,0,1
,"",_59,1,1,1,0,1
,"",_62,1,1,1,0,1
,"",_65,1,1,1,0,1
,"",_68,1,1,1,0,1
,"",_69,1,1,1,0,1
,"",_70,1,1,1,0,1
,"",_71,1,1,1,0,1
,"",_75,1,1,1,0,1
,"",_95,1,1,1,0,1
,"",_98,1,1,1,0,1
,"",_99,1,1,1,0,1
,"",_103,1,2,1,0,1
,"",_108,1,1,0,0,0
,"",_109,1,1,0,0,0
,"",_113,1,1,1,0,1
,"",_119,1,1,1,0,1
,"",_120,1,1,0,0,0
,"",_121,1,1,1,0,1
,"",_124,1,1,1,0,1
,"",_128,1,1,0,0,0
,"",_137,1,1,1,0,1
,"",_138,1,1,1,0,1
,"",_139,1,1,1,0,1
,"",_140,1,1,1,0,1
,"",_141,1,1,1,0,1
,"",_142,1,1,1,0,1
,"",_143,1,1,0,0,0
,"",_151,1,1,1,0,1
,"",_153,1,1,1,0,1
,"",_154,1,1,1,0,1
,"",_155,1,1,1,0,1
,"",_156,1,1,1,0,1
,"",_159,1,1,1,0,1
,"",_162,1,1,1,0,1
,"",_163,1,1,1,0,1
,"",_164,1,1,1,0,1
,"",_165,1,1,1,0,1
,"",_167,1,1,1,0,1
,"",_169,1,1,1,0,1
,"",_170,1,1,1,0,1
,"",_173,1,1,1,0,1
,"",_175,1,1,1,0,1
,"",_176,1,1,1,0,1
,"",_177,1,1,1,0,1
,"",_178,1,1,1,0,1
,"",_180,1,1,1,0,1
,"",_181,1,1,1,0,1
,"",_182,1,1,1,0,1
,"",_183,1,1,1,0,1
,"",_184,1,1,1,0,1
,"",_185,1,1,1,0,1
,"",_186,1,1,1,0,1
,"",_188,1,1,1,0,1
,"",_190,1,1,1,0,1
,"",_192,1,1,0,0,0
,"",_193,1,1,1,0,1
,"",_194,1,1,1,0,1
,"",_195,1,1,1,0,1
,"",_197,1,1,1,0,1
,"",_199,1,1,1,0,1
,"",_200,1,1,1,0,1
,"",_201,1,2,1,0,1
,"",_202,1,1,1,0,1
,"",_206,1,1,1,0,1
,"",_212,1,1,1,0,1
,"",_215,1,1,0,0,0
,"",_218,1,1,1,0,1
,"",_219,1,1,1,0,1
,"",_221,1,1,1,0,1
,"",_222,1,1,1,0,1
,"",_223,1,1,1,0,1
,"",_224,1,1,1,0,1
,"",_226,1,1,1,0,1
,"",_227,1,1,1,0,1
,"",_228,1,1,1,0,1
,"",_230,1,1,1,0,1
,"",_231,1,1,1,0,1
,"",_232,1,2,1,0,1
,"",_233,1,1,1,0,1
,"",_235,1,1,1,0,1
,"",_239,1,1,1,0,1
,"",_241,1,1,1,0,1
,"",_242,1,1,1,0,1
,"",_243,1,1,1,0,1
,"",_245,1,1,1,0,1
,"",_246,1,1,1,0,1
,"",_247,1,1,1,0,1
,"",_248,1,1,1,0,1
,"",_249,1,1,1,0,1
,"",_252,1,1,1,0,1
,"",_253,1,1,0,0,0
,"",_256,1,1,1,0,1
,"",_257,1,1,1,0,1
,"",_258,1,1,1,0,1
,"",_259,1,1,1,0,1
,"",_262,1,1,1,0,1
,"",_263,1,1,1,0,1
,"",_264,1,1,1,0,1
,"",_265,1,1,1,0,1
,"",_266,1,1,1,0,1
,"",_267,1,1,1,0,1
,"",_268,1,1,1,0,1
,"",_269,1,1,1,0,1
,"",_271,1,1,0,1,1
,"",_273,1,1,1,0,1
,"",_274,1,1,1,0,1
,"",_275,1,2,0,0,0
,"",_280,1,1,1,0,1
,"",_281,1,1,1,0,1
,"",_282,1,1,1,0,1
,"",_283,1,1,1,0,1
,"",_285,1,1,0,0,0
,"",_286,1,1,1,0,1
,"",_287,1,1,0,0,0
,"",_288,1,1,1,0,1
,"",_289,1,1,1,0,1
,"",_290,1,1,1,0,1
,"",_292,1,1,1,0,1
,"",_293,1,1,0,1,1
,"",_294,1,1,0,0,0
,"",_296,1,1,1,0,1
,"",_297,1,1,1,0,1
,"",_298,1,1,1,0,1
,"",_301,1,1,1,0,1
,"",_303,1,1,1,0,1
,"",_309,1,1,1,0,1
,"",_310,1,1,1,0,1
,"",_311,1,1,1,0,1
,"",_312,1,1,1,0,1
,"",_313,1,1,1,0,1
,"",_315,1,1,1,0,1
,"",_316,1,1,1,0,1
,"",_317,1,2,1,0,1
,"",_318,1,1,1,0,1
,"",_321,1,1,1,0,1
,"",_322,1,1,1,0,1
,"",_324,1,1,1,0,1
,"",_326,1,2,1,0,1
,"",_327,1,1,0,1,1
,"",_328,1,1,1,0,1
,"",_331,1,1,0,1,1
,"",_332,1,1,1,0,1
,"",_334,1,1,1,0,1
,"",_336,1,1,0,0,0
,"",_337,1,1,1,0,1
,"",_338,1,1,1,0,1
,"",_339,1,1,1,0,1
,"",_342,1,1,1,0,1
,"",_343,1,1,1,0,1
,"",_344,1,1,1,0,1
,"",_345,1,1,1,0,1
,"",_346,1,1,1,0,1
,"",_347,1,1,1,0,1
,"",_348,1,1,1,0,1
,"",_350,1,1,1,0,1
,"",_351,1,1,1,0,1
,"",_353,1,1,1,0,1
,"",_354,1,1,1,0,1
,"",_358,1,1,1,0,1
,"",_359,1,1,1,0,1
,"",_360,1,1,1,0,1
,"",_362,1,1,1,0,1
,"",_363,1,1,1,0,1
,"",_364,1,2,1,0,1
,"",_366,1,1,1,0,1
,"",_367,1,1,0,0,0
,"",_368,1,1,0,0,0
,"",_376,1,1,1,0,1
,"",_377,1,1,1,0,1
,"",_378,1,1,1,0,1
,"",_379,1,1,1,0,1
,"",_384,1,1,1,0,1
,"",_385,1,1,1,0,1
,"",_386,1,1,1,0,1
,"",_387,1,1,1,0,1
,"",_388,1,1,1,0,1
,"",_389,1,1,1,0,1
,"",_390,1,1,1,0,1
,"",_392,1,1,1,0,1
,"",_394,1,1,1,0,1
,"",_396,1,1,1,0,1
,"",_397,1,1,1,0,1
,"",_400,1,1,1,0,1
,"",_403,1,1,1,0,1
,"",_404,1,1,1,0,1
,"",_405,1,1,0,0,0
,"",_411,1,1,1,0,1
,"",_412,1,1,1,0,1
,"",_417,1,1,1,0,1
,"",_418,1,1,1,0,1
,"",_419,1,1,1,0,1
,"",_423,1,1,0,0,0
,"",_424,1,1,1,0,1
,"",_426,1,1,0,0,0
,"",_427,1,1,1,0,1
,"",_428,1,1,1,0,1
,"",_429,1,1,1,0,1
,"",_430,1,1,1,0,1
,"",_431,1,1,0,0,0
,"",_432,1,1,1,0,1
,"",_433,1,1,1,0,1
,"",_434,1,1,0,1,1
,"",_436,1,1,1,0,1
,"",_438,1,1,1,0,1
,"",_439,1,1,1,0,1
,"",_440,1,1,1,0,1
,"",_442,1,1,0,0,0
,"",_443,1,1,1,0,1
,"",_445,1,1,1,0,1
,"",_446,1,1,1,0,1
,"",_447,1,1,1,0,1
,"",_448,1,1,1,0,1
,"",_449,1,1,1,0,1
,"",_450,1,1,1,0,1
,"",_451,1,1,1,0,1
,"",_452,1,1,1,0,1
,"",_453,1,1,1,0,1
,"",_454,1,1,1,0,1
,"",_455,1,1,1,0,1
,"",_456,1,1,1,0,1
,"",_457,1,1,1,0,1
,"",_458,1,1,1,0,1
,"",_460,1,1,1,0,1
,"",_461,1,1,1,0,1
,"",_463,1,1,1,0,1
,"",_464,1,1,1,0,1
,"",_465,1,1,1,0,1
,"",_466,1,1,1,0,1
,"",_467,1,1,1,0,1
,"",_468,1,1,1,0,1
,"",_469,1,1,1,0,1
,"",_470,1,1,1,0,1
,"",_472,1,1,1,0,1
,"",_473,1,1,1,0,1
,"",_474,1,1,1,0,1
,"",_475,1,1,1,0,1
,"",_476,1,1,1,0,1
,"",_477,1,1,1,0,1
,"",_478,1,1,1,0,1
,"",_479,1,1,1,0,1
,"",_481,1,1,1,0,1
,"",_482,1,1,1,0,1
,"",_483,1,1,1,0,1
,"",_484,1,1,1,0,1
,"",_485,1,1,1,0,1
,"",_486,1,1,0,1,1
,"",_488,1,1,1,0,1
,"",_489,1,1,1,0,1
,"",_490,1,1,1,0,1
,"",_492,1,1,1,0,1
,"",_493,1,1,1,0,1
,"",_494,1,1,1,0,1
,"",_495,1,1,1,0,1
,"",_496,1,1,1,0,1
,"",_497,1,1,1,0,1
,"",_498,1,1,1,0,1
,"",_499,1,1,1,0,1
,"",_500,1,1,1,0,1
,"",_501,1,1,1,0,1
,"",_502,1,1,1,0,1
,"",_503,1,1,1,0,1
,"",_504,1,1,1,0,1
,"",_505,1,1,1,0,1
,"",_506,1,1,1,0,1
,"",_507,1,1,1,0,1
,"",_508,1,1,1,0,1
,"",_509,1,1,1,0,1
,"",_510,1,1,1,0,1
,"",_511,1,1,1,0,1
,"",_512,1,1,1,0,1
,"",_513,1,1,1,0,1
,"",_514,1,1,1,0,1
,"",_515,1,1,1,0,1
,"",_516,1,1,0,1,1
,"",_517,1,1,1,0,1
,"",_518,1,1,1,0,1
,"",_519,1,1,1,0,1
,"",_520,1,1,1,0,1
,"",_521,1,1,1,0,1
,"",_522,1,1,1,0,1
,"",_523,1,1,1,0,1
,"",_524,1,1,1,0,1
,"",_525,1,1,1,0,1
,"",_526,1,1,1,0,1
,"",_527,1,1,0,1,1
,"",_528,1,1,1,0,1
,"",_529,1,1,1,0,1
,"",_531,1,1,1,0,1
,"",_532,1,1,0,0,0
,"",_533,1,1,1,0,1
,"",_534,1,1,1,0,1
,"",_535,1,1,1,0,1
,"",_536,1,1,1,0,1
,"",_537,1,1,1,0,1
,"",_538,1,1,1,0,1
,"",_540,1,1,1,0,1
,"",_542,1,1,1,0,1
,"",_543,1,1,1,0,1
,"",_544,1,1,1,0,1
,"",_545,1,1,1,0,1
,"",_546,1,1,1,0,1
,"",_547,1,1,1,0,1
,"",_549,1,1,1,0,1
,"",_550,1,1,1,0,1
,"",_551,1,1,1,0,1
,"",_552,1,1,1,0,1
,"",_553,1,1,1,0,1
,"",_554,1,1,1,0,1
,"",_555,1,1,1,0,1
,"",_556,1,1,1,0,1
,"",_557,1,1,0,0,0
,"",_558,1,1,1,0,1
,"",_559,1,1,1,0,1
,"",_560,1,1,1,0,1
,"",_561,1,1,1,0,1
,"",_562,1,1,1,0,1
,"",_563,1,1,1,0,1
,"",_564,1,1,1,0,1
,"",_565,1,1,1,0,1
,"",_566,1,1,1,0,1
,"",_567,1,1,0,1,1
,"",_568,1,1,1,0,1
,"",_569,1,1,1,0,1
,"",_570,1,1,1,0,1
,"",_571,1,1,1,0,1
,"",_572,1,1,1,0,1
,"",_573,1,1,1,0,1
,"",_574,1,1,1,0,1
,"",_575,1,1,1,0,1
,"",_576,1,1,1,0,1
,"",_577,1,1,1,0,1
,"",_578,1,1,1,0,1
,"",_579,1,1,1,0,1
,"",_580,1,1,1,0,1
,"",_581,1,1,1,0,1
,"",_584,1,1,1,0,1
,"",_585,1,1,1,0,1
,"",_587,1,1,1,0,1
,"",_589,1,1,1,0,1
,"",_590,1,1,1,0,1
,"",_591,1,1,1,0,1
,"",_592,1,1,1,0,1
,"",_593,1,1,1,0,1
,"",_594,1,1,1,0,1
,"",_595,1,1,1,0,1
,"",_596,1,1,1,0,1
,"",_597,1,1,1,0,1
,"",_599,1,1,1,0,1
,"",_600,1,1,1,0,1
,"",_601,1,1,1,0,1
,"",_602,1,1,1,0,1
,"",_603,1,1,1,0,1
,"",_604,1,1,1,0,1
,"",_605,1,1,1,0,1
,"",_606,1,1,1,0,1
,"",_607,1,1,1,0,1
,"",_608,1,1,1,0,1
,"",_609,1,1,1,0,1
,"",_610,1,1,1,0,1
,"",_611,1,1,1,0,1
,"",_612,1,1,1,0,1
,"",_614,1,1,1,0,1
,"",_615,1,1,1,0,1
,"",_616,1,1,0,0,0
,"",_617,1,1,1,0,1
,"",_618,1,1,1,0,1
,"",_620,1,1,1,0,1
,"",_624,1,1,1,0,1
,"",_625,1,1,1,0,1
,"",_626,1,1,1,0,1
,"",_627,1,1,1,0,1
,"",_629,1,1,1,0,1
,"",_630,1,1,1,0,1
,"",_631,1,1,1,0,1
,"",_632,1,1,1,0,1
,"",_633,1,1,1,0,1
,"",_634,1,1,1,0,1
,"",_635,1,1,1,0,1
,"",_636,1,1,1,0,1
,"",_637,1,1,1,0,1
,"",_638,1,1,1,0,1
,"",_639,1,1,1,0,1
,"",_640,1,1,1,0,1
,"",_641,1,1,1,0,1
,"",_642,1,1,1,0,1
,"",_644,1,1,1,0,1
,"",_646,1,1,1,0,1
,"",_647,1,1,0,0,0
,"",_648,1,1,1,0,1
,"",_651,1,1,1,0,1
,"",_652,1,1,1,0,1
,"",_653,1,1,1,0,1
,"",_654,1,1,1,0,1
,"",_655,1,1,1,0,1
,"",_656,1,1,1,0,1
,"",_657,1,1,1,0,1
,"",_660,1,1,1,0,1
,"",_661,1,1,1,0,1
,"",_662,1,1,1,0,1
,"",_663,1,1,1,0,1
,"",_664,1,1,1,0,1
,"",_665,1,1,1,0,1
,"",_666,1,1,1,0,1
,"",_667,1,1,1,0,1
,"",_668,1,1,1,0,1
,"",_669,1,1,1,0,1
,"",_670,1,1,1,0,1
,"",_672,1,1,1,0,1
,"",_675,1,1,1,0,1
,"",_678,1,1,1,0,1
,"",_679,1,1,1,0,1
,"",_680,1,1,1,0,1
,"",_681,1,1,1,0,1
,"",_682,1,1,1,0,1
,"",_683,1,1,1,0,1
,"",_684,1,1,1,0,1
,"",_685,1,1,0,0,0
,"",_686,1,1,1,0,1
,"",_687,1,1,0,0,0
,"",_688,1,1,1,0,1
,"",_689,1,1,0,0,0
,"",_690,1,1,1,0,1
,"",_691,1,1,1,0,1
,"",_692,1,1,1,0,1
,"",_693,1,1,1,0,1
,"",_695,1,1,1,0,1
,"",_697,1,1,1,0,1
,"",_698,1,1,1,0,1
,"",_699,1,1,0,0,0
,"",_700,1,1,0,0,0
,"",_701,1,1,1,0,1
,"",_702,1,1,1,0,1
,"",_703,1,1,1,0,1
,"",_704,1,1,1,0,1
,"",_705,1,1,1,0,1
,"",_706,1,1,1,0,1
,"",_707,1,1,1,0,1
,"",_708,1,1,1,0,1
,"",_711,1,1,1,0,1
,"",_712,1,1,1,0,1
,"",_713,1,1,1,0,1
,"",_715,1,1,0,0,0
,"",_717,1,1,1,0,1
,"",_718,1,1,1,0,1
,"",_719,1,1,1,0,1
,"",_720,1,1,1,0,1
,"",_721,1,1,1,0,1
,"",_722,1,1,1,0,1
,"",_723,1,1,1,0,1
,"",_724,1,1,0,0,0
,"",_725,1,1,0,0,0
,"",_726,1,1,1,0,1
,"",_729,1,1,1,0,1
,"",_730,1,1,1,0,1
,"",_731,1,1,1,0,1
,"",_732,1,1,1,0,1
,"",_733,1,1,1,0,1
,"",_734,1,1,1,0,1
,"",_735,1,1,1,0,1
,"",_736,1,1,0,1,1
,"",_737,1,1,1,0,1
,"",_738,1,1,0,0,0
,"",_739,1,1,1,0,1
,"",_740,1,1,1,0,1
,"",_741,1,1,1,0,1
,"",_743,1,1,1,0,1
,"",_744,1,1,1,0,1
,"",_745,1,1,1,0,1
,"",_748,1,1,1,0,1
,"",_749,1,1,1,0,1
,"",_750,1,1,1,0,1
,"",_751,1,1,1,0,1
,"",_752,1,1,1,0,1
,"",_753,1,1,1,0,1
,"",_755,1,1,1,0,1
,"",_756,1,1,1,0,1
,"",_757,1,1,1,0,1
,"",_758,1,1,1,0,1
,"",_759,1,1,1,0,1
,"",_760,1,1,0,1,1
,"",_761,1,1,1,0,1
,"",_762,1,1,1,0,1
,"",_763,1,1,1,0,1
,"",_764,1,1,1,0,1
,"",_765,1,1,1,0,1
,"",_766,1,1,1,0,1
,"",_767,1,1,1,0,1
,"",_768,1,1,1,0,1
,"",_770,1,1,1,0,1
,"",_771,1,1,1,0,1
,"",_772,1,1,1,0,1
,"",_773,1,1,0,1,1
,"",_774,1,1,1,0,1
,"",_776,1,1,1,0,1
,"",_777,1,1,1,0,1
,"",_778,1,1,1,0,1
,"",_779,1,1,1,0,1
,"",_780,1,1,1,0,1
,"",_781,1,1,1,0,1
,"",_782,1,1,1,0,1
,"",_783,1,1,1,0,1
,"",_784,1,1,1,0,1
,"",_785,1,1,1,0,1
,"",_786,1,1,1,0,1
,"",_787,1,1,1,0,1
,"",_788,1,1,1,0,1
,"",_789,1,1,1,0,1
,"",_790,1,1,1,0,1
,"",_792,1,1,1,0,1
,"",_793,1,1,1,0,1
,"",_794,1,1,1,0,1
,"",_795,1,1,1,0,1
,"",_798,1,1,1,0,1
,"",_799,1,1,1,0,1
,"",_800,1,1,1,0,1
,"",_801,1,1,1,0,1
,"",_802,1,1,1,0,1
,"",_803,1,1,1,0,1
,"",_804,1,1,0,0,0
,"",_805,1,1,1,0,1
,"",_806,1,1,1,0,1
,"",_808,1,1,1,0,1
,"",_809,1,1,1,0,1
,"",_811,1,1,1,0,1
,"",_812,1,1,1,0,1
,"",_813,1,1,1,0,1
,"",_814,1,1,1,0,1
,"",_815,1,1,1,0,1
,"",_816,1,1,1,0,1
,"",_817,1,1,1,0,1
,"",_818,1,1,1,0,1
,"",_819,1,1,1,0,1
,"",_821,1,1,1,0,1
,"",_822,1,1,1,0,1
,"",_823,1,1,0,0,0
,"",_825,1,1,1,0,1
,"",_827,1,1,1,0,1
,"",_830,1,1,1,0,1
,"",_831,1,1,1,0,1
,"",_833,1,1,1,0,1
,"",_834,1,1,1,0,1
,"",_835,1,1,1,0,1
,"",_836,1,1,1,0,1
,"",_837,1,1,1,0,1
,"",_838,1,1,1,0,1
,"",_839,1,1,1,0,1
,"",_840,1,1,1,0,1
,"",_841,1,1,1,0,1
,"",_842,1,1,0,0,0
,"",_843,1,1,1,0,1
,"",_844,1,1,1,0,1
,"",_845,1,1,1,0,1
,"",_846,1,1,1,0,1
,"",_848,1,1,1,0,1
,"",_850,1,1,1,0,1
,"",_851,1,1,1,0,1
,"",_852,1,1,1,0,1
,"",_853,1,1,1,0,1
,"",_854,1,1,1,0,1
,"",_855,1,1,1,0,1
,"",_856,1,1,1,0,1
,"",_857,1,1,1,0,1
,"",_858,1,1,0,0,0
,"",_859,1,1,0,0,0
,"",_860,1,1,1,0,1
,"",_861,1,1,1,0,1
,"",_862,1,1,1,0,1
,"",_863,1,1,1,0,1
,"",_864,1,1,1,0,1
,"",_865,1,1,1,0,1
,"",_866,1,1,1,0,1
,"",_867,1,1,1,0,1
,"",_869,1,1,1,0,1
,"",_871,1,1,1,0,1
,"",_872,1,1,1,0,1
,"",_873,1,1,1,0,1
,"",_874,1,1,1,0,1
,"",_875,1,1,1,0,1
,"",_876,1,1,1,0,1
